H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.042	0.089	0.064	0.073	0.017	0.027	0.024	0.239	0.01	0.161	4.16	0	0.52	0.051	0.072
0.046	0.084	0.076	0.039	0.011	0.018	0.031	0.437	0.007	0.111	0.838	0	0.498	0.051	0
0.068	0.116	0.045	0.12	0.088	0.024	0.019	1.32	0.009	0.097	0.756	0	0.47	0.07	0.056
0.086	0.2	0.038	0.037	0.036	0.018	0.044	0.381	0.018	0.172	0.754	0	0.556	0.058	0.08
0.039	0.039	0.032	0.022	0.01	0.028	0.015	0.41	0.012	0.093	1.4	4	0.594	0.061	0.055
0.039	0.068	0.032	0.022	0.024	0.032	0.05	0.208	0.011	0.056	0.451	0	0.45	0.051	0.055
0.171	0	0.036	0.101	1.14	0.018	0.209	0.026	0.209	0.068	1.05	2	0.552	0.064	0.373
0	0.065	0.037	0.022	0.01	0.018	0.021	2.95	0.008	0.056	0.296	0	0.44	0.051	0.055
0.148	0.048	0.05	0.137	0.01	0.028	0.066	0.498	0.013	0.067	0.092	0	0.372	0.061	0.079
0.044	0.057	0.032	0.07	0.017	0.026	0.028	0.407	0.012	0.076	0.18	0	0.55	0.056	0.104
0.039	0.051	0.045	0.04	0.024	0.03	0.037	0.403	0.011	0.07	1.45	0	0.502	0.056	0.074
0.039	0.045	0.035	0.035	0.021	0.037	0.044	0.411	0.013	0.07	0.241	0	0.428	0.051	0.055
0.043	0.067	0.032	0.022	0.01	0.025	0.028	0.341	0.011	0	0.695	0	0.454	0.051	0.055
0.045	0.058	0.038	0.086	0.029	0.028	0.048	0.181	0.026	0.056	0.842	0	0.452	0.051	0.066
0.066	0.052	0.032	0.028	0.039	0.028	0.03	0.144	0.018	0.067	0.827	0	0.596	0.051	0.055
0	0.114	0.032	0.022	0.015	0	0.012	1.28	0.003	0.492	0.219	0	0.372	0	0
0.042	0.052	0.032	0.046	0.025	0.029	0.043	0.039	0.017	0.078	1.37	0	0.488	0.051	0.06
0.07	0.04	0.032	0.022	0.031	0.048	0.035	0	0.026	0	2.33	0	0.62	0.055	0.086
0.045	0.255	0.037	0.022	0.032	0.031	0.044	0.969	0.009	0.447	0.494	0	0.44	0.063	0.055
0.039	0.046	0.032	0.053	0.029	0	0.024	1.63	0.012	0.072	1.79	0	0.358	0.051	0.055
0.616	0.05	0.038	0.058	0.053	0.018	0.523	1.73	0.036	0.151	0.899	0	0.516	0.051	0.069
0.054	0.04	0.034	0.022	0.007	0.028	0.013	0.058	0.015	0.061	1.12	0	0.518	0.051	0.055
0.042	0.043	0.036	0.052	0.05	0.028	0.015	0.494	0.01	0	1.41	0	0.47	0	0.075
0.1	0	0	0.094	0.119	0.025	0.07	0.008	0.479	0.056	0.191	0	0.566	0.059	0.125
0.069	0.04	0.036	0.029	0.028	0.034	0.018	0.181	0.015	0.056	0.179	0	0.492	0.066	0.07
0.039	0.044	0.036	0.033	0.028	0.034	0.016	0.343	0.009	0.056	0.586	0	0.436	0	0.07
0.039	0.041	0.032	0.07	0.031	0.036	0.021	0.309	0.019	0.067	0.198	0	0.412	0.051	0
0.039	0.067	0.034	0.022	0.004	0.036	0.007	1.17	0.006	0.156	1.01	0	0.48	0.051	0
0.043	0.132	0.042	0.022	0.04	0.018	0.035	0.553	0.008	0.113	1.34	0	0.426	0.059	0.062
0.039	0.051	0.032	0.022	0.007	0	0.032	0.644	0.005	0.056	2.01	0	0.428	0	0.055
0.781	0.039	0.035	0.047	0.017	0.025	0.181	0.155	0.654	0.313	0.231	1	0.632	0.059	0.063
0.039	0.039	0.032	0.028	0.017	0.031	0.044	0.031	0.014	0	0.125	0	0.6	0.055	0.06
0.055	0.041	0.047	0.098	0.032	0.018	0.013	1.15	0.014	0.071	0.906	0	0.426	0.051	0.063
0.039	0.047	0.034	0.027	0.014	0.02	0.034	0.02	0.013	0.056	0.507	0	0.446	0.051	0
0.055	0.047	0.032	0.041	0.032	0.032	0.007	0.094	0.019	0.105	0.506	0	0.574	0.058	0.061
0.162	0.045	0.032	0.071	0.018	0.036	0.073	0.271	0.015	0.056	4.39	0	0.424	0	0.065
0.996	0.039	0.032	0.072	0.152	0.039	0.558	0.148	0.183	0.091	0.495	2	0.766	0.082	0.163
0.653	0.039	0.034	0.078	0.122	0.027	0.4	0.14	0.071	0.125	0.582	0	0.562	0.051	0.13
0.039	0.052	0.032	0.033	0.01	0.021	0.036	0.214	0.02	0.056	0.207	0	0.572	0.079	0.077
0.039	0.083	0.036	0.07	0.024	0.028	0.02	0.437	0.014	0.068	0.359	0	0.52	0.051	0.055
0.043	0.039	0.034	0.052	0.014	0.031	0.037	0.003	0.012	0	1.43	0	0.45	0.066	0.055
0.039	0.076	0.044	0.03	0.028	0.018	0.012	0.098	0.009	0.056	0.613	0	0.448	0.051	0.055
0.039	0.043	0	0.047	0.011	0.036	0.007	0.025	0.011	0.067	2.84	0	0.5	0	0.055
0.105	0.039	0.04	0.098	0.107	0.035	0.111	0.002	0.018	0.056	1.2	0	0.49	0.051	0.079
0.684	0.039	0	0	0.46	0.027	0.319	0.124	1.05	0.538	0.618	6	0.716	0.086	0.185
0.039	0.056	0.038	0.022	0.076	0.038	0.026	0.13	0.011	0.056	0.988	0	0.48	0.051	0.073
0.039	0.075	0.032	0.056	0.033	0.024	0.019	0.048	0.017	0.088	0.533	0	0.516	0.051	0
0.045	0.096	0.042	0.045	0.018	0.018	0.028	0.464	0.012	0.259	0.246	0	0.406	0.078	0.07
1.32	0.039	0.043	0	0.801	0.055	0.66	0.318	0.292	0.562	0.321	1	0.636	0.147	0.114
0.048	0.137	0.034	0.068	0.014	0.039	0.017	0.323	0.008	0.139	0.618	0	0.342	0.051	0
0	0.075	0.032	0.022	0.022	0.018	0.014	0.094	0.009	0.07	1.76	0	0.452	0.051	0.06
0.043	0.082	0.032	0.022	0.043	0.027	0.007	0.106	0.012	0.12	1.32	0	0.534	0.066	0.055
0.065	0.039	0.036	0.032	0.01	0.034	0.03	0.041	0.199	0.084	1.02	0	0.476	0.502	0.289
0.039	0.089	0.037	0.059	0.035	0.024	0.015	0.253	0.012	0.056	0.751	0	0.422	0.051	0.07
0.045	0.182	0.032	0.022	0.054	0.029	0.045	0.221	0.015	0.194	0.257	0	0.444	0.051	0.06
0.039	0.06	0.041	0.039	0.014	0.028	0.029	0.191	0.012	0.079	1.43	0	0.492	0.051	0
0.039	0.039	0.032	0.022	0.01	0.042	0.011	0.004	0.009	0.073	1.92	0	0.476	0.051	0
0.039	0.137	0.058	0.022	0.014	0.031	0.029	2.63	0.007	0.116	2.09	0	0.322	0.051	0.055
0.039	0.045	0.034	0.039	0.029	0.034	0.016	0.01	0.013	0.056	0.029	0	0.4	0.089	0.056
0.039	0.039	0.037	0.067	0.014	0.029	0.014	0.007	0.011	0.056	0.632	0	0.438	0.051	0.087
0.046	0.053	0.039	0.022	0.031	0.022	0.027	0.114	0.007	0.056	0.44	0	0.308	0	0.06
0.079	0.041	0.036	0.022	0.026	0.018	0.035	0.928	0.006	0.056	0.545	0	0.3	0.051	0.07
0.039	0.047	0.04	0.022	0.007	0.028	0.005	0.934	0.006	0	1.31	0	0.382	0.051	0.07
0.039	0.055	0.037	0.022	0.024	0.018	0.045	0.986	0.007	0.063	0.744	0	0.38	0.051	0.055
0.926	0.039	0.032	0	0.606	0.018	0.578	0.322	0.386	0.256	0.437	2	0.72	0.08	0.227
0.039	0.05	0.036	0.079	0.028	0.018	0.005	0.063	0.018	0.07	1.62	0	0.388	0.072	0.072
0.039	0.085	0.032	0.022	0.014	0.029	0.041	2.46	0.006	0.074	1.42	0	0.466	0.051	0.058
0.039	0.044	0.044	0.05	0.004	0.03	0.005	0.358	0.008	0	0.122	0	0.398	0.076	0.056
0.655	0.039	0.032	0.022	0.088	0.033	0.201	0.008	0.743	0.224	0.269	2	0.608	0.136	0.125
0.039	0.053	0.039	0.036	0.01	0.03	0.013	0.009	0.007	0.056	0.136	0	0.346	0.051	0.055
0.039	0.045	0.034	0.036	0.017	0.028	0.006	0.023	0.01	0.056	0.111	0	0.368	0.051	0
0.039	0.057	0.032	0.076	0.026	0.02	0.048	0.917	0.012	0.056	1.35	0	0.41	0.055	0.055
0.049	0.072	0.036	0.055	0.014	0.025	0.027	0.436	0.009	0.084	0.62	0	0.428	0.051	0
1.12	0.04	0.041	0.033	0.136	0.05	0.532	0.082	0.919	0.201	0.305	0	0.564	0.057	0.085
0.054	0.062	0.035	0.084	0.024	0.03	0.033	0.303	0.009	0.07	1.73	0	0.482	0.051	0.058
0.039	0.094	0.05	0.039	0.026	0.018	0.014	0.401	0.007	0.109	1.88	0	0.416	0.051	0.068
0.06	0.105	0.034	0.043	0.053	0.018	0.058	1.38	0.01	0.056	0.484	0	0.406	0	0.078
0.052	0.062	0.038	0.122	0.026	0.024	0	0.011	0.015	0.109	0.188	0	0.366	0.051	0.077
0.814	0	0.035	0	0.286	0.03	0.591	0.029	0.542	0.159	0.383	2	0.712	0.151	0.152
0.974	0.039	0.038	0	0.412	0.027	0.524	0.091	0.57	0.266	0.245	1	0.682	0.141	0.146
0.039	0.086	0.038	0.046	0.01	0.031	0.029	1.9	0.009	0.056	0.598	0	0.398	0.051	0.055
0.039	0.042	0.038	0.022	0.01	0	0.013	1.87	0.009	0.154	1.14	0	0.39	0	0.07
0.039	0.074	0.035	0.073	0.017	0.05	0.013	0.554	0.007	0.056	0.892	0	0.32	0.051	0.07
0.179	0.039	0.037	0.169	0.17	0.018	0.13	0.595	0.015	0.128	0.609	0	0.344	0	0.065
0.039	0.099	0.036	0.072	0.025	0.038	0.021	0.235	0.005	0.056	0.992	0	0.416	0.051	0.055
0.06	0.042	0.032	0.044	0.007	0.048	0.028	0.317	0.004	0.097	2.2	0	0.498	0.074	0.062
0.041	0.039	0.04	0.056	0.024	0.03	0.069	0.002	0.011	0	0.884	0	0.45	0.058	0.062
0.72	0	0.032	0.022	0.136	0.018	0.359	0.011	0.6	0.216	0.304	0	0.638	0.482	0.284
0.039	0.045	0.032	0.039	0.01	0.018	0.025	0.32	0.008	0.063	0.576	0	0.314	0.051	0.055
0.085	0.04	0.042	0.262	0.02	0.056	0.081	0.522	0.025	0.056	0.422	0	0.348	0.079	0.099
0.742	0.043	0	0.022	0.05	0.031	0.299	0.011	0.781	0.28	0.13	0	0.606	0.591	0.418
0.891	0.043	0	0.081	0.062	0.029	0.391	0.018	0.521	0.255	0.121	0	0.58	0.199	0.316
0.043	0.042	0.045	0.157	0.137	0.027	0.012	0.678	0.01	0.078	0.949	0	0.462	0.051	0.055
0.039	0.05	0.037	0.053	0.004	0.041	0.043	0.576	0.007	0.056	0.571	0	0.358	0.051	0.112
0.039	0.042	0.039	0.022	0.01	0.031	0.043	0.006	0.021	0.056	1.77	0	0.486	0.091	0.056
0.046	0.039	0.048	0.022	0.024	0.022	0.04	0.002	0.017	0	0.108	0	0.596	0.051	0.086
0.039	0.039	0.032	0.046	0.017	0.036	0.061	0	0.028	0.056	0.595	0	0.57	0.051	0.067
0.039	0.105	0.044	0	0.021	0.033	0.015	0.512	0.007	0.065	0.551	0	0.38	0.051	0.087
0.039	0.087	0.032	0.054	0.021	0.023	0.042	1.5	0.009	0.085	0.736	0	0.4	0.051	0.055
0.055	0.112	0.038	0.137	0.122	0.019	0.043	1.64	0.026	0.147	0.242	0	0.438	0.051	0.062
0	0.087	0.032	0.039	0.015	0.024	0.026	2.91	0.009	0.093	1.86	0	0.464	0.051	0
0.039	0.068	0.032	0	0.02	0.018	0.005	0.955	0.007	0	1.58	0	0.508	0.051	0.062
1.14	0.042	0.037	0.022	0.6	0.035	0.555	0.724	0.259	0.162	0.251	0	0.556	0.064	0.091
1.27	0.039	0.032	0.022	0.478	0.025	0.635	0.278	0.331	0.201	0.273	0	0.646	0.076	0.117
0.039	0.039	0.036	0.025	0.018	0.026	0.031	0.112	0.018	0.056	1.36	0	0.442	0.051	0.062
0.07	0.06	0.032	0.022	0.014	0	0.035	0.011	0.011	0.085	1.27	0	0.554	0.051	0.072
0.039	0.041	0.034	0.022	0.031	0.043	0.063	0.002	0.012	0.056	0.902	0	0.426	0.051	0.071
0.039	0.05	0.032	0.022	0.017	0.018	0.006	0.149	0.01	0.056	1.81	0	0.434	0.051	0.112
0.045	0.039	0.032	0.301	0.04	0.018	0.036	0.223	0.01	0.056	0.862	0	0.474	0.066	0.056
0.051	0.039	0.036	0.101	0.079	0.032	0.08	0.09	0.198	0.063	0.237	0	0.556	0.336	0.549
0.041	0.044	0.037	0.039	0.01	0.027	0.012	0.213	0.011	0.056	0.88	0	0.416	0.051	0.062
0.043	0.044	0.032	0.022	0.02	0.039	0.016	0.063	0.018	0.056	0.874	1	0.612	0.051	0.061
0.048	0.039	0.034	0.036	0.014	0.023	0.042	0.002	0.018	0	0.241	0	0.536	0.059	0.064
0.647	0.039	0.032	0.067	0.153	0.045	0.422	0.022	0.235	0.098	0.352	2	0.63	0.318	1.08
0.042	0.039	0.044	0.302	0.007	0.018	0.052	1.26	0.021	0.056	0.434	0	0.332	0.051	0.06
0.039	0.05	0.039	0.072	0.074	0.023	0.03	0.088	0.013	0.056	0.31	1	0.474	0.079	0.149
0.039	0.082	0.044	0.022	0.01	0.036	0.031	0.696	0.005	0.08	0.701	0	0.354	0.062	0
1.35	0.048	0.049	0.022	1.02	0.028	0.773	0.535	0.36	0.34	0.363	0	0.592	0.058	0.13
0.039	0.062	0.05	0.025	0.01	0.05	0.018	0.023	0.008	0.076	0.274	0	0.35	0.058	0.087
0.046	0.141	0.032	0.022	0.007	0.042	0.029	0.566	0.009	0.056	0.404	0	0.358	0.057	0.055
0.379	0.039	0.032	0.044	0.078	0.027	0.207	0.009	0.909	0.139	0.117	1	0.652	0.054	0.226
0.039	0.045	0.035	0.022	0.007	0.021	0.006	2.41	0.009	0.056	0.55	0	0.414	0.051	0.064
0.059	0.043	0.032	0.022	0.017	0.026	0.06	0.032	0.017	0.056	1.37	0	0.564	0.051	0.055
0.039	0.042	0.032	0.029	0.02	0.027	0.04	0.004	0.009	0.078	0.899	0	0.428	0.051	0.062
0.043	0.048	0.036	0.032	0.014	0.036	0.023	0.525	0.004	0.065	1.07	0	0.402	0.051	0.13
0.039	0.104	0.042	0.029	0.033	0.028	0.026	0.011	0.008	0.071	1.04	0	0.448	0.055	0.055
0.043	0.056	0.032	0.033	0.024	0	0.078	0.53	0.009	0.068	0.852	0	0.394	0.051	0
0.039	0.039	0.037	0.101	0.024	0.03	0.011	0.003	0.226	0.056	0.113	0	0.552	0.54	0.073
1.36	0.039	0.04	0.022	0.727	0.031	0.749	0.582	0.306	0.149	0.321	1	0.608	0.066	0.112
0.05	0.059	0.035	0.037	0.027	0.032	0.036	0.094	0.01	0.067	0.705	0	0.418	0	0.077
0.039	0.148	0.038	0.038	0.024	0.027	0.018	0.476	0.01	0.086	0.28	0	0.368	0	0.056
0.057	0.145	0.034	0.039	0.018	0.018	0.017	0.75	0.007	0.066	0.83	0	0.442	0.051	0
0.041	0.047	0.035	0.083	0.031	0.018	0.052	0.382	0.007	0.056	1.59	0	0.348	0.051	0.079
0.195	0.039	0.032	0.102	0.066	0.018	0.305	0.045	0.468	0.271	0.23	0	0.6	0.054	0.102
1.01	0.04	0.04	0.043	0.126	0.018	0.595	0.09	0.2	0.297	0.188	0	0.62	0.077	0.129
1.05	0.04	0.043	0.033	0.129	0.018	0.657	0.101	0.202	0.284	0.207	0	0.61	0.072	0.131
0.079	0.043	0.038	0.082	0.017	0.028	0.038	0.172	0.015	0.056	0.434	0	0.492	0.055	0.056
0.094	0.042	0.041	0.103	0.238	0.037	0.121	0.017	0.017	0.067	0.539	0	0.43	0.051	0.066
0	0.041	0.032	0.022	0.007	0.018	0.025	0.388	0.005	0	0.452	0	0.28	0.051	0.066
0.039	0.043	0.036	0.041	0.01	0.018	0.036	0.263	0.006	0.056	1.84	0	0.336	0.051	0.055
0.039	0.05	0.039	0.026	0.014	0.022	0.034	0.123	0.007	0	0.37	0	0.334	0.051	0.07
0.039	0.04	0.044	0.031	0.017	0.025	0.042	0.749	0.008	0.112	1.93	0	0.386	0.126	0.056
0.079	0.048	0.037	0.11	0.024	0.052	0.065	0.336	0.009	0.056	1.16	0	0.378	0.051	0.055
0.039	0.077	0.043	0.036	0.014	0.028	0.007	0.366	0.009	0.056	1.1	0	0.424	0.051	0
0.051	0.065	0.055	0	0.004	0	0.044	0.196	0.006	0.056	0.988	0	0.406	0.051	0.082
0.046	0.091	0.032	0.032	0.031	0.038	0.032	0.299	0.011	0.056	0.54	0	0.396	0	0.06
0.062	0.042	0.036	0.119	0.05	0.033	0.043	0.007	0.1	0.056	0.361	0	0.524	0.054	0.074
0.039	0.097	0.032	0.022	0.017	0.057	0.029	0.144	0.019	0.086	0.919	0	0.498	0.051	0.065
0.048	0.053	0.032	0.138	0.037	0.033	0.038	0.128	0.02	0.056	0.157	0	0.516	0.058	0.074
0.517	0	0.032	0.085	0.324	0.028	0.302	0.012	0.42	0.17	0.45	3	0.64	0.077	0.204
0.049	0.068	0.044	0.044	0.017	0.038	0.031	0.173	0.008	0	0.495	0	0.412	0.051	0
0.069	0.052	0.041	0.161	0.058	0.043	0.057	0.167	0.077	0	0.495	0	0.474	0.216	0.105
0.039	0.039	0.039	0.072	0.061	0.018	0.032	0.173	0.064	0.095	0.398	0	0.402	0.051	0.055
0.045	0.074	0.044	0.149	0.108	0.027	0.036	0.043	0.011	0.056	1.34	0	0.438	0.051	0
0.039	0.081	0.032	0.022	0.036	0.029	0.015	0.15	0.013	0.056	0.857	0	0.492	0.051	0.055
0.039	0.054	0.037	0.037	0.004	0.028	0.026	0.054	0.01	0	1.49	1	0.486	0.058	0.056
0.039	0.054	0.034	0.15	0.024	0.028	0.035	0.038	0.01	0.056	1.23	0	0.374	0	0.055
0.062	0.084	0.036	0.066	0.062	0.022	0.035	0.025	0.011	0.078	1.31	0	0.456	0.051	0.055
0.042	0.144	0.044	0.022	0.038	0.05	0.033	0.224	0.01	0.056	0.335	0	0.41	0.056	0.055
0.039	0.105	0.032	0.039	0.02	0.027	0.026	0.359	0.006	0.056	0.577	0	0.312	0.051	0.065
0	0.041	0.047	0.036	0.031	0.032	0.041	0.105	0.019	0.056	0.575	0	0.464	0.058	0.082
0	0.077	0.04	0.022	0.02	0.018	0	0.906	0.003	0.077	3.39	0	0.518	0.051	0
0.576	0.039	0	0.022	0.161	0	0.262	0.06	0.306	0.144	0.984	0	0.564	0.058	0.12
0.816	0.041	0.032	0.022	0.259	0.036	0.443	0.235	0.523	0.372	0.487	6	0.728	0.082	0.17
0.05	0.043	0.035	0.022	0.018	0.062	0.032	0.067	0.279	0.056	0.52	0	0.472	0.543	0.411
0.039	0.138	0.035	0.022	0.043	0.03	0.024	0.142	0.01	0.11	0.965	0	0.408	0.081	0.071
0.717	0.04	0.037	0.039	0.034	0.018	0.471	0.306	0.685	0.279	0.286	1	0.71	0.092	0.105
0.839	0.04	0.036	0.032	0.078	0.018	0.549	0.393	0.415	0.273	0.296	0	0.7	0.124	0.118
0.039	0.041	0.032	0.022	0.007	0.028	0.011	0.362	0.013	0.056	0.093	0	0.4	0.051	0.062
0.041	0.043	0.032	0.022	0.014	0.029	0.029	0.244	0.009	0.067	0.658	0	0.472	0.055	0.062
0.557	0.039	0.032	0.029	0.029	0.033	0.548	0.215	0.142	0.106	0.416	1	0.708	0.067	0.071
0.057	0.076	0.037	0.056	0.014	0.04	0.019	0.371	0.009	0.078	0.611	0	0.414	0.058	0.062
0	0.041	0.034	0.047	0.015	0.027	0.051	0.004	0.023	0	0.253	0	0.434	0	0.083
0.051	0.078	0.035	0.039	0.01	0.02	0.007	0.02	0.008	0.077	1.22	0	0.412	0.051	0
1.33	0.047	0.036	0.022	0.206	0.018	0.795	0.217	0.581	0.454	0.393	0	0.6	0.514	0.12
0.039	0.046	0.041	0.028	0.021	0.023	0.045	0.026	0.012	0.063	0.656	1	0.53	0.056	0.055
0.039	0.112	0.032	0.033	0.106	0.024	0.03	1.01	0.007	0.246	0.546	0	0.362	0.051	0.087
0.041	0.039	0.036	0.067	0.014	0.053	0.03	0.055	0.006	0.056	1.36	0	0.504	0.073	0.059
0.039	0.081	0.039	0.022	0.05	0.023	0.019	0.657	0.013	0.206	1.29	1	0.544	0.055	0.062
0.048	0.077	0.037	0.12	0.02	0.029	0.006	0.606	0.01	0.062	0.488	0	0.404	0.051	0.07
0.082	0	0.063	0.175	0.007	0.03	0.057	0.009	0.058	0.056	1.52	0	0.534	0.086	0.055
0.042	0.155	0.032	0.026	0.053	0.04	0.007	0.113	0.011	0.173	1.37	0	0.458	0.051	0.056
0.693	0.046	0.034	0.028	0.017	0.029	0.443	0.118	0.835	0.19	0.411	2	0.72	0.119	0.127
0.039	0.041	0.032	0.039	0.014	0.042	0.026	0.043	0.016	0.056	0.612	1	0.552	0.051	0.055
0.039	0.041	0.034	0.022	0.018	0.028	0.03	0.042	0.019	0.067	0.713	0	0.46	0.051	0.066
0.059	0.039	0.044	0.067	0.355	0.024	0.11	0.018	0.043	0	0.227	0	0.604	0.064	0.062
0.039	0.197	0.032	0.037	0.119	0.028	0.04	0.121	0.06	0.423	0.297	0	0.456	0.255	0.065
0.356	0.039	0.032	0.093	0.028	0.037	0.279	0.113	0.071	0.056	0.329	0	0.546	0.069	0.165
1.11	0.042	0.037	0.022	0.253	0.023	0.612	0.486	0.43	0.292	0.321	0	0.57	0.129	0.064
1.17	0.043	0.037	0.022	0.241	0.027	0.789	1.44	0.414	0.294	0.194	0	0.548	0.057	0.084
0.039	0.109	0.032	0.022	0.01	0	0.043	0.346	0.007	0.056	1.56	0	0.496	0.051	0.062
0.039	0.163	0.036	0.036	0.033	0.018	0.041	0.173	0.011	0.162	0.261	0	0.442	0.069	0.06
0.048	0.136	0.032	0.056	0.028	0.02	0.019	0.441	0.011	0.082	0.87	0	0.406	0.051	0.058
0.469	0.042	0.046	0.057	0.058	0.018	0.209	0.305	0.05	0.104	0.326	0	0.346	0.11	0.081
0.056	0.052	0.034	0.061	0.078	0.026	0.063	0.142	0.008	0.056	0.464	0	0.402	0.051	0.058
0.07	0.127	0.032	0.031	0.017	0.03	0.016	0.199	0.012	0.131	0.521	0	0.392	0.051	0
0.039	0.043	0.036	0.022	0.004	0	0.021	0.004	0.008	0.056	1.05	0	0.488	0.051	0.055
0.039	0.042	0.06	0	0.007	0.018	0.029	0.097	0.006	0.078	0.578	0	0.35	0.051	0.062
0.578	0.039	0	0.047	0.436	0	0.652	0.675	0.064	0.11	0.145	0	0.694	0.201	0.21
0.049	0.039	0.042	0.093	0.065	0.021	0.041	0.017	0.019	0.056	1.13	0	0.5	0.074	0.076
0.045	0.041	0.05	0.056	0.034	0.035	0.061	0.002	0.085	0	0.317	0	0.608	0.365	0.322
0.067	0.054	0.035	0.049	0.014	0.03	0.02	0.003	0.055	0.122	0.135	1	0.504	0.055	0.068
0.07	0.053	0.032	0.043	0.043	0.045	0.018	0.264	0.017	0.056	0.233	0	0.46	0.124	0.411
0.039	0.058	0.034	0.041	0.02	0.022	0.054	0.497	0.006	0.07	0.573	0	0.458	0.062	0.07
0.039	0.042	0.032	0.13	0.031	0.037	0.038	0.263	0.021	0.1	0.561	0	0.544	0.054	0.076
1.35	0.043	0.032	0.022	0.416	0.018	0.731	0.232	0.672	0.478	0.334	0	0.616	0.055	0.106
1.08	0.039	0.032	0.022	0.401	0.032	0.886	0.115	0.53	0.136	0.45	1	0.688	0.091	0.109
0.039	0.044	0.039	0.068	0.017	0.022	0.006	0.902	0.017	0	0.344	0	0.416	0.062	0.068
0.322	0.049	0.037	0.059	0.071	0.018	0.218	0.565	0.037	0.094	2.49	0	0.4	0.051	0.058
0.042	0.06	0.037	0.06	0.02	0.02	0.045	0.206	0.012	0.056	0.625	0	0.432	0	0.066
0.039	0.045	0.041	0.022	0.017	0.046	0.015	0.003	0.014	0	0.484	0	0.468	0.055	0.07
0.039	0.1	0.055	0.042	0.02	0.04	0.059	0.308	0.011	0.056	0.251	0	0.374	0.055	0.057
0.059	0.039	0.032	0.072	0.01	0.029	0.053	0.194	0.01	0.056	1.79	0	0.426	0.051	0.055
0.039	0.113	0.042	0.022	0.017	0.018	0.02	1.95	0.008	0.119	0.824	0	0.368	0	0.055
0.047	0.125	0.036	0.032	0.02	0.018	0.04	1.23	0.012	0.17	0.98	0	0.398	0.051	0.055
0.039	0.125	0.032	0.022	0.018	0.027	0.007	1.35	0.009	0.087	1.18	0	0.478	0.051	0.055
0.039	0.041	0.032	0.046	0.01	0.024	0.016	0.121	0.021	0.078	0.764	4	0.576	0.051	0.059
0.095	0.041	0.043	0.057	0.034	0.018	0.038	0.17	0.021	0.101	0.496	0	0.564	0.058	0.056
0.039	0.046	0.032	0.073	0.007	0.033	0.052	0.111	0.015	0.07	0.493	0	0.6	0.054	0.055
0.039	0.048	0.032	0.022	0.007	0.025	0.042	0.08	0.013	0.056	0.776	0	0.578	0.062	0.057
0.039	0.169	0.032	0.022	0.017	0.018	0.03	0.683	0.008	0.132	1.66	0	0.446	0.051	0.062
0.976	0.039	0.032	0.029	0.972	0.032	0.588	0.064	0.392	0.258	0.638	3	0.58	0.084	0.073
0.05	0.052	0.032	0.022	0.028	0.036	0.047	0.003	0.172	0	0.315	0	0.554	0.781	0.803
0.059	0.116	0.034	0.022	0.027	0.03	0.024	0.011	0.016	0.109	0.504	0	0.43	0.058	0
1.29	0.041	0.034	0.022	0.247	0.018	0.634	0.162	0.438	0.151	0.303	0	0.634	0.057	0.1
0.039	0.045	0.05	0.039	0.004	0.075	0.024	0.272	0.008	0.146	1.12	0	0.452	0.051	0.071
0.039	0.04	0.037	0.022	0.017	0.029	0.03	0.002	0.014	0.056	1.5	0	0.462	0.051	0.056
0.051	0.114	0.032	0.044	0.023	0.026	0.023	0.09	0.013	0.089	0.367	0	0.484	0.055	0.077
0.041	0.05	0.034	0.159	0.152	0.018	0.089	0.149	0.016	0.065	0.73	0	0.416	0.051	0.078
0.039	0.069	0.036	0.022	0.014	0.021	0.024	0.03	0.013	0.056	0.639	0	0.444	0.051	0.055
1.14	0.041	0.032	0.022	0.449	0.028	0.652	0.34	0.327	0.283	0.366	3	0.746	0.062	0.218
0.043	0.042	0.034	0.029	0.018	0.027	0	0.372	0.009	0.065	1.12	0	0.462	0.051	0.068
0.039	0.051	0.036	0.022	0.02	0.024	0.023	0.938	0.007	0.056	0.943	0	0.402	0.071	0.055
0.039	0.047	0.032	0.067	0.051	0.036	0.049	0.159	0.026	0.089	0.082	0	0.58	0.061	0.084
0.039	0.041	0.036	0.047	0.01	0.022	0.018	0.363	0.007	0.063	5.07	1	0.474	0.051	0.062
1.42	0.047	0.032	0.072	0.652	0.035	0.574	0.346	0.439	0.292	0.397	2	0.642	0.062	0.132
0.182	0.039	0.044	0.044	0.039	0.034	0.032	0.009	0.336	0.073	0.228	1	0.68	0.538	0.625
0.039	0.067	0.032	0.022	0.014	0.038	0.027	1.08	0.011	0.135	0.791	0	0.374	0.051	0.055
0.749	0	0	0.022	0.575	0	0.612	0.195	0.185	0.194	0.326	1	0.708	0	0.063
1.43	0.039	0.037	0	0.526	0.039	0.559	0.698	0.554	0.306	0.26	1	0.662	0.057	0.094
0.039	0.039	0.032	0.022	0.017	0.027	0.028	0.076	0.016	0	0.438	0	0.558	0.059	0.058
0.042	0.048	0.041	0.047	0.01	0.029	0.013	0.083	0.012	0.063	3.92	0	0.432	0.062	0.055
0.039	0.039	0.034	0.042	0.01	0.025	0.02	0.441	0.012	0.093	0.948	1	0.494	0.051	0
