H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0	0.03	0.025	0.081	0.071	0.197	0	0.078	0.041	0
0.218	0.029	0.051	0.038	0.071	0.063	0.082	0.078	0.043	0.00125
0	0.032	0.056	0.049	0.164	0.063	0	1.03	0.032	0.00818
0	0.064	0.062	0.059	0.172	0.063	0.128	0.704	0.047	0.0205
0	0.041	0.059	0.078	0	0.063	0	0.004	0.046	0.00133
0	0.024	0.04	0.06	0.071	0.063	0	0.004	0.032	0
0	0.018	0.042	0.046	0	0.114	0	0.004	0.032	0
0	0.054	0.055	0.038	0	0.063	0	0.004	0.042	0
0	0.044	0.047	0.093	0.234	0	0	0.004	0.032	0
0	0.03	0.056	0.038	0.071	0	0	0.004	0.04	0
1.22	0.007	0.016	0.381	0.071	0.392	0.106	0.084	0.504	0.196
0	0.007	0	0.055	0.081	0.084	0.094	0.156	0.058	0.0301
0	0.037	0.053	0.047	0.071	0.138	0.125	0.004	0.035	0
0.169	0.016	0.028	0.103	0.089	0.397	0.178	0.57	0.039	0.0415
0	0.027	0.034	0.038	0	0.063	0	0.056	0.042	0.0147
0	0.029	0.038	0.057	0.096	0.063	0.082	0.013	0.049	0
0	0.038	0.016	0.078	0.132	0.063	0.158	0.692	0.138	0.164
0	0.038	0.037	0.038	0.071	0.063	0.106	0.144	0.103	0.00317
0.57	0.036	0	0	0.13	0	0	0.295	0.033	0.0474
0.224	0.028	0.016	0.043	0	0.063	0.11	0.06	0.036	0
0.17	0.021	0.05	0.052	0.071	0	0.082	0.06	0.041	0
0	0.031	0.029	0.206	0.15	0	0.082	0.028	0.032	0
0	0.021	0.022	0.047	0.326	0.316	0.188	0.004	0.032	0.00112
0	0.064	0.046	0.06	0.071	0.097	0	0.011	0.038	5e-04
0.188	0.011	0.05	0.038	0.071	0.348	0.082	0.072	0.034	0.00133
0	0.04	0.03	0.038	0.071	0.063	0.082	0.067	0.032	0.0015
0	0.031	0.041	0.058	0.145	0.086	0.115	0.854	0.039	0.055
0	0.025	0.019	0.108	0.106	0.063	0.082	0.004	0.035	0
0	0.007	0.057	0.047	0.096	0.063	0	0.004	0.045	0.0055
0	0.04	0.028	0	0	0.063	0.082	0.028	0.043	0.00175
0	0.021	0.044	0.053	0.071	0	0.157	0.004	0.039	0.0015
0	0.034	0.022	0	0	0.063	0.082	0.042	0.032	0
0	0.038	0.052	0.063	0.071	0	0.082	0.112	0.032	0.00138
0	0.031	0.069	0.08	0.071	0.063	0.082	0.083	0.04	0
0.473	0.033	0.016	0.056	0.071	0.153	0.149	0.041	0.032	0.0015
0	0.046	0.034	0.047	0	0.063	0.082	0.028	0.034	0.00219
0.192	0.013	0.062	0.055	0.11	0.063	0.182	0.036	0.037	0.0096
0.168	0.025	0.03	0.05	0	0.063	0.094	0.078	0.033	0
0	0.022	0.028	0	0.071	0.063	0.082	0.004	0.036	0
0	0.007	0.076	0.038	0.11	0	0.082	0.028	0.032	0.0013
0.173	0.007	0.053	0.044	0.082	0.189	0.106	0.74	0.035	0.0055
0	0.021	0.05	0.066	0.071	0.063	0.131	0.004	0.038	0
0	0.027	0.054	0	0.071	0.063	0.082	0.004	0.035	0.00125
0	0.04	0.037	0	0.071	0.088	0	0.004	0.037	0
0	0.018	0.045	0.056	0.071	0.063	0.094	0.004	0.032	0
0	0.029	0.046	0	0.071	0.088	0.082	0.004	0.032	0.00283
0.282	0.022	0.05	0.09	0.071	0.063	0.125	0.023	0.072	0.043
0	0.032	0.056	0.08	0.071	0.063	0.082	0.004	0.032	0.00241
0.224	0.038	0.016	0.056	0	0.063	0	0.004	0	0
0	0.041	0.046	0.133	0	0.063	0	0.004	0.037	0
0	0.027	0.016	0.069	0.071	0.063	0.082	0.004	0.032	0
0	0.033	0.04	0.059	0.071	0.063	0	0.004	0.032	0
0.464	0.033	0.068	0.056	0.071	0	0.082	0.004	0.032	0
0	0.015	0.026	0.038	0	0	0.082	0.004	0.037	0
0	0.019	0.03	0.072	0.071	0	0.097	0.004	0.032	0
0.933	0.042	0.027	0.102	0.071	0.063	0.082	0.004	0.07	0.001
0	0.016	0.021	0.058	0.071	0.063	0.106	0.004	0.032	0
0	0.027	0.048	0.05	0.071	0.316	0	0.004	0.032	0
0	0.033	0.045	0	0.071	0.063	0	0.004	0.032	0
0	0.015	0.016	0.129	0.093	0.225	0.185	1.83	0.06	0.0398
0.436	0.007	0.034	0.038	0	0	0	0.004	0.032	0
0	0.046	0.051	0.068	0	0.063	0	0.004	0.037	0
0.255	0.035	0.021	0.059	0.071	0.063	0.082	0.004	0.038	0
0.363	0.037	0.064	0.057	0	0	0.082	0.004	0.042	0.00117
0.04	0.007	0.06	0.047	0	0.063	0.082	0.004	0.036	0
0	0.01	0.016	0	0.071	0	0.082	0.004	0.033	0.00257
0	0.045	0.03	0.103	0.144	0.063	0.082	0.083	0.033	0.0638
0	0.04	0.027	0.087	0.259	0.083	0.15	0.023	0.042	0.0622
0.17	0.039	0.053	0.059	0.071	0	0.082	0.013	0.039	0
0	0.019	0.016	0	0	0.063	0.106	0.004	0.032	0
0.269	0.034	0.032	0.038	0.119	0.063	0.082	0.004	0.044	0
0.256	0.028	0.04	0.053	0.071	0.063	0.098	0.004	0.064	0.00129
0	0.024	0.039	0	0.071	0	0.082	0.004	0.043	0
0	0.035	0.036	0.038	0	0.063	0	0.004	0.032	0
0	0.029	0.044	0.074	0.071	0.063	0.082	0.004	0.035	0
0.24	0.035	0.031	0.062	0.071	0	0.187	0.015	0	0.023
0.316	0.029	0.02	0.067	0.081	0.158	0.181	9.63	0.039	0.0748
0	0.031	0.045	0.038	0.071	0	0	0.079	0.044	0
1.42	0.036	0.033	0.606	0.077	2.84	0.082	1.19	0.166	0.784
0	0.025	0.07	0.074	0.096	0.063	0.088	0.073	0.047	0.00112
0.195	0.011	0.037	0.983	0.192	0.763	0.082	0.5	0.128	0.214
0	0.016	0.016	0.052	0.167	0.063	0.082	0.398	0.04	0.103
0.265	0.028	0.016	0.068	0.071	0.063	0.134	0.163	0.039	0.0117
0.224	0.032	0.036	0.049	0.091	0.063	0.092	0.058	0.035	0.055
0	0.012	0.025	0.092	0.135	0.175	0.11	1.35	0.034	0.156
0	0.026	0.02	0.04	0	0.063	0.082	0.004	0.032	0
0	0.026	0.044	0.071	0	0.063	0	0.004	0.032	0
0	0.041	0.039	0.056	0.071	0.063	0.082	0.004	0.032	0.00125
0.224	0.032	0.062	0	0.071	0.063	0	0.004	0.032	0
0	0.04	0.059	0.043	0	0.079	0.098	0.004	0.043	0.00206
0	0.033	0.054	0.038	0.071	0.063	0	0.028	0.04	0.00239
0	0.027	0.03	0.047	0.153	0.097	0.082	0.031	0.078	0.00112
0	0.031	0.05	0.038	0.079	0.063	0.13	0.028	0.032	0.00121
0	0.045	0.028	0	0.071	0	0.082	0.042	0.16	0.00308
0	0.053	0.028	0.055	0.071	0	0.082	0.321	0.052	0.00164
0.224	0.029	0.069	0.038	0	0.063	0	0.044	0.041	0.00142
0.255	0.048	0.062	0.038	0.071	0.063	0	0.092	0.05	0.0104
0	0.048	0.056	0.108	0.071	0	0.174	0.092	0.033	0
0.104	0.029	0.061	0.038	0.071	0.063	0.082	0.092	0.04	0
0.391	0.019	0.029	0.07	0	0.078	0	0.004	0.039	0
0	0.03	0.02	0.08	0.071	0.063	0	0.004	0.034	0
0	0.018	0.046	0.038	0.071	0	0.082	0.004	0.035	0
0.066	0.05	0.04	0.082	0.11	0.26	0.162	0.004	0.038	0.0015
0.156	0.029	0.048	0.046	0.096	0.132	0.099	0.004	0.056	0.00407
0	0.051	0.068	0	0.071	0	0	0.004	0.038	0
0	0.021	0.032	0.052	0.11	0.063	0.082	0.031	0.039	0.0881
0.17	0.033	0.016	0.038	0.071	0.063	0.135	0.203	0.038	0.206
0.215	0.032	0.06	0.038	0.071	0	0.082	0.004	0.041	0.0257
0	0.023	0.047	0.047	0	0.063	0.13	0.004	0.032	0.0011
0	0.058	0.044	0.07	0.071	0.063	0.082	0.004	0.033	0.001
0	0.047	0.028	0.1	0.126	0.063	0.082	0.004	0.036	0.366
0	0.021	0.058	0.086	0.123	0.063	0.082	0.004	0.032	0
0.206	0.012	0.037	0	0.071	0.063	0	0.004	0.039	0
0.141	0.029	0.041	0	0.071	0.063	0.082	0.004	0.032	0.0115
0.212	0.035	0.063	0.038	0.097	0.063	0.098	0.004	0.038	5e-04
0	0.047	0.027	0.08	0.087	0.142	0	0.004	0.038	0.00125
0	0.007	0.039	0.038	0.071	0.063	0.096	0.028	0.051	0.0193
0.574	0.021	0.027	0.08	0	0	0.082	0.004	0.045	0
0	0.03	0.016	0.064	0.153	0	0.13	0.052	0.042	0.0188
0	0.007	0.044	0.08	0	0	0.082	0.052	0.04	0.002
0	0.043	0.057	0.047	0	0.063	0.082	0.004	0.06	0
0	0.029	0.068	0.038	0	0.063	0.082	0.004	0.041	0
0.206	0.044	0.057	0.044	0.11	0.063	0.082	0.004	0.06	0
0	0.015	0.054	0	0.071	0.063	0.13	0.028	0.134	0.0015
0	0.039	0.04	0.102	0.071	0.063	0.082	0.004	0.032	0
0	0.018	0.046	0.038	0.071	0.093	0.082	0.198	0.045	0.00431
0	0.016	0.021	0.038	0.071	0.063	0.092	0.045	0.051	0.0021
0.582	0.032	0.083	0	0.071	0.106	0.118	0.018	0.051	0.0333
0.156	0.035	0.046	0.054	0.088	0.313	0.363	0.004	0.038	0.328
0	0.028	0.022	0	0.117	0.063	0.082	1.02	0.034	0.0725
0	0.027	0.066	0.047	0.071	0.063	0.082	0.004	0.034	0
0	0.022	0.058	0.064	0.071	0.13	0.158	0.376	0.087	0.242
0	0.028	0.02	0.052	0.125	0	0.097	0.775	0.032	0.205
0	0.031	0.066	0.054	0.071	0	0.092	0.028	0.037	0.0076
0.218	0.03	0.022	0.046	0.071	0.063	0.148	0.004	0.032	0.0022
0.224	0.039	0.033	0	0.071	0.063	0.082	0.004	0.032	0
0.293	0	0.016	0.068	0.071	0.116	0.143	0.089	0.054	0.00385
0.188	0.027	0.038	0.043	0	0.063	0.082	0.018	0.038	0.00133
0	0.055	0.032	0.047	0.381	0.063	0.082	0.004	0.034	0
0.127	0.034	0.026	0	0.097	0.063	0.097	0.004	0.032	0
0.413	0.056	0.088	0.064	0.071	0.078	0	0.004	0.038	0.0062
0.123	0.037	0.063	0.044	0.071	0	0.094	0.004	0.032	0.007
0	0.03	0.041	0.06	0	0.063	0.082	0.004	0.032	0
0	0.038	0.047	0.044	0	0	0.104	0.052	0.062	0.00129
0	0.025	0.046	0.088	0.071	0	0.082	0.042	0.033	0
0.04	0.017	0.05	0	0.071	0	0	0.042	0.035	0
0.322	0.046	0.033	0.038	0.071	0.063	0.082	0.004	0.048	0.0015
0	0.035	0.065	0	0.071	0.063	0	0.004	0.034	0
0.094	0.041	0.058	0.08	0	0.063	0.082	0.028	0.035	0
0	0.043	0.034	0.052	0.088	0.063	0.094	0.004	0.034	0
0.04	0.028	0.035	0.038	0.071	0.115	0	0.004	0.042	0
0	0.014	0.016	0.06	0	0.063	0	0.023	0.038	0
0	0.027	0.027	0	0.071	0.063	0.082	0.031	0.042	0
0.272	0.007	0.016	0.038	0.071	0.063	0	0.004	0.032	0
0.255	0.037	0.016	0.044	0.071	0.063	0.082	0.004	0.032	0
0	0.041	0.016	0	0	0	0	0.004	0.034	0
0.105	0.024	0.025	0.07	0	0	0.09	0.004	0.033	0
0.068	0.031	0.038	0	0.071	0.063	0.082	0.028	0.032	0
0	0.023	0.038	0.066	0.071	0	0	0.004	0.032	0
0	0.021	0.043	0	0.071	0.063	0.082	0.004	0.032	0.00272
0.322	0.026	0.027	0.056	0.096	0.328	0.173	0.004	0.033	0.00267
0.202	0.024	0.035	0.08	0.071	0.063	0.082	0.004	0.04	0.0056
0	0.029	0.046	0.038	0	0.063	0	0.004	0.032	0
0	0.035	0.032	0.056	0.071	0.063	0.082	0.004	0.034	0.00125
0	0.036	0.025	0.062	0.071	0.063	0	0.028	0.032	0
0	0.037	0.075	0.078	0	0	0.082	0.042	0.032	0
0.066	0.007	0.037	0.056	0.071	0	0.082	0.004	0.048	0
0.11	0.021	0.051	0.088	0.071	0	0	0.004	0.037	0.00575
0	0.021	0.044	0.038	0.071	0	0.082	0.042	0	0
0	0.045	0.033	0.05	0.071	0	0.082	0.004	0.032	0
0	0.021	0.022	0.058	0.071	0.063	0.082	0.004	0.032	0.0015
0	0.038	0.016	0.038	0.071	0	0	0.028	0.046	0
0	0.017	0.053	0	0	0.063	0	0.028	0.032	0.00112
0.04	0.018	0.056	0	0	0.063	0	0.006	0.032	0
0	0.024	0.044	0.038	0.153	0.063	0.082	0.004	0.032	0
0	0.027	0.06	0.056	0.071	0.063	0	0.042	0.032	0
0.255	0.034	0.027	0.065	0.071	0.063	0	0.042	0.032	0
0	0.039	0.052	0.056	0	0.063	0	0.004	0.032	0
0	0.034	0.035	0.047	0.071	0.063	0	0.027	0.036	0.00114
0	0.04	0.044	0.08	0.086	0.083	0.129	0.182	0.042	0.0243
0.206	0.034	0.041	0.108	0.106	0.063	0.082	0.106	0.036	0.0193
0	0.035	0.044	0	0.071	0.083	0.092	0.021	0.032	0
0	0.025	0.038	0.108	0.071	0.063	0.13	0.004	0.059	0
0.066	0.007	0.042	0.047	0.071	0.063	0.124	0.004	0.035	0.00243
0	0.045	0.016	0.056	0.071	0	0.096	0.019	0.038	0.0129
0.206	0.03	0.016	0.08	0.081	0.143	0.143	0.321	0.036	0.0253
0	0.02	0.02	0.047	0.087	0.113	0.12	0.145	0.039	0.0125
0.2	0	0.022	0.301	0.071	0.185	0.122	0.123	1.66	0.0124
0.322	0.022	0.035	0.047	0.071	0	0	0.052	0.037	0.00112
0	0.03	0.044	0.061	0	0.063	0	0.042	0.267	0
0	0.016	0.039	0.047	0.071	0.063	0.082	0.004	0.064	0
0	0.042	0.068	0.047	0	0.231	0.151	0.028	0.036	0.00927
0	0.045	0.057	0.052	0.071	0.063	0.213	0.028	0.047	0.00478
0	0.03	0.044	0.058	0.071	0.063	0	0.004	0.036	0
0	0.016	0.056	0.115	0.071	0.063	0.098	0.004	0.064	0.0126
0.322	0.034	0.063	0.062	0.071	0	0.12	0.03	0.036	0.00158
0	0.02	0.041	0.038	0.16	0	0.082	0.121	0.032	0.123
0	0.007	0.035	0.049	0.071	0.113	0.111	0.067	0.034	0.0188
0	0.063	0.042	0.038	0.071	0	0.082	0.032	0.045	0.004
0.214	0.022	0.032	0.063	0.084	0.173	0.205	0.061	0.076	0.0211
0	0.028	0.04	0.047	0.071	0.063	0.094	0.042	0.053	0.00125
0	0.04	0.056	0.056	0	0.063	0.082	0.042	0.041	0.0015
0.138	0.034	0.045	0.049	0	0.063	0.082	0.052	0.057	0.00125
0	0.029	0.016	0.038	0.071	0.063	0.11	0.004	0.037	0.0013
0	0.031	0.057	0.063	0.084	0	0.106	0.134	0.042	0.0124
0	0.024	0.041	0.067	0.089	0.063	0.09	0.264	0.033	0.0053
0	0.04	0.036	0	0.071	0.114	0.082	0.004	0.037	0.00112
0.134	0.025	0.043	0.047	0.071	0.264	0.118	0.028	0.053	0
0.29	0.025	0.068	0.1	0.071	0.681	0.28	0.037	0.431	0.00231
0	0.026	0.042	0.053	0.071	0.063	0	0.209	0.041	0.00143
0	0.061	0.071	0.057	0.071	0	0.082	0.172	0.034	0
0	0.031	0.038	0.047	0.071	0	0.082	0.042	0.04	0.0065
0	0.026	0.053	0.059	0	0.063	0.082	0.004	0.051	0.00486
0.25	0.05	0.076	0.058	0.071	0.063	0.082	0.004	0.04	0.00264
0	0.024	0.041	0.067	0.15	0.097	0	0.004	0.047	0.00317
0	0.044	0.043	0.078	0.071	0.063	0	0.024	0.043	0.00131
0	0.034	0.048	0.047	0.071	0.063	0	0.028	0.044	0.00293
0.29	0.027	0.042	0.051	0.071	0.063	0.082	0.004	0.032	0
0	0.026	0.033	0.044	0	0	0.094	0.004	0.035	0.0156
0	0.024	0.044	0.08	0	0.063	0.106	0.004	0.032	0.00418
0	0.04	0.051	0.078	0.147	0.18	0.1	0.004	0.347	0.0575
0.482	0.028	0.031	0	0.071	0.093	0.082	0.004	0.071	0.088
0	0.023	0.034	0.08	0.153	0.147	0.133	0.004	0.032	0
0.198	0.028	0.016	0.054	0.071	0.167	0.124	0.012	0.062	0.00825
0	0.022	0.033	0.082	0.117	0.126	0.128	0.81	0.087	0.325
0	0.016	0.041	0.059	0.071	0.063	0.082	0.028	0.032	0.00125
0	0.024	0.03	0	0.071	0.063	0	0.004	0.032	0
0	0.033	0.022	0.059	0.071	0.063	0.082	0.004	0.04	0
0	0.019	0.046	0.11	0.071	0	0	0.004	0.034	0
0	0.025	0.041	0.038	0.071	0	0.082	0.042	0.041	0
0	0.015	0.041	0.146	0.088	0.063	0.082	0.042	0.047	0
0.41	0.021	0.028	0.047	0.071	0.114	0	0.042	0.032	0
0	0.029	0.046	0	0	0.063	0	0.042	0.04	0
0	0.027	0.02	0.056	0	0	0.082	0.004	0.034	0
0.336	0.026	0.016	0.125	0.122	0.088	0.141	0.004	0.091	0.0015
0	0.024	0.047	0.072	0.071	0.063	0.082	0.004	0.032	0
0	0.02	0.03	0.098	0.071	0	0.082	0.004	0.032	0
0.206	0.015	0.051	0.043	0.084	0	0.089	0.129	0.22	0.0272
0.105	0.024	0.058	0.038	0.071	0.063	0.106	0.018	0.032	0.0357
0	0.014	0.041	0.066	0.071	0.063	0	0.011	0.035	0.0378
0.147	0.016	0.046	0	0.071	0.063	0.082	0.004	0.037	0.0114
0	0.04	0.048	0.049	0	0.063	0	0.004	0.033	0
0	0.039	0.059	0.041	0.15	0.063	0.082	0.004	0.042	0
0.141	0.037	0.063	0.038	0	0.158	0.109	0.004	0.047	0
0.164	0.029	0.032	0.064	0.1	0.189	0.189	0.355	0.284	0.0182
0	0.026	0.076	0.042	0.071	0.063	0	0.004	0.062	0
0	0.028	0.016	0.073	0.071	0.123	0.109	0.004	0.057	0.0517
0	0.019	0.064	0.051	0	0.063	0.082	0.004	0.032	0
0	0.03	0.016	0	0.071	0.08	0	0.004	0.051	0
0	0.018	0.058	0.076	0	0.063	0.082	0.004	0.032	0
0.322	0.035	0.024	0.038	0.071	0	0	0.004	0.064	0.00125
0	0.037	0.039	0.08	0.071	0.063	0.082	0.004	0.032	0
0	0.016	0.03	0.053	0	0	0	0.004	0.042	0
0	0.011	0.043	0.114	0.071	0.063	0.082	0.004	0.061	0
0	0.007	0.031	0	0.071	0	0.082	0.004	0.038	0.00112
0	0.029	0.042	0.066	0.071	0.063	0	0.004	0.036	0
0	0.026	0.035	0.069	0.071	0.146	0.124	0.042	0.074	0.00973
0	0.035	0.041	0.081	0.071	0.063	0.101	0.043	0.052	0.0587
0	0.049	0.038	0.038	0.084	0.063	0.106	0.042	0.044	0.0103
0	0.037	0.031	0.055	0.071	0	0	0.042	0.032	0
0.173	0.01	0.026	0.038	0.071	0.063	0	0.042	0.036	0
0.105	0.056	0.022	0.08	0.088	0.063	0.082	0.041	0.045	0
0	0.032	0.055	0.08	0.071	0.063	0	0.098	0.032	0.00955
0	0.019	0.043	0.063	0.071	0.113	0	0.176	0.033	0
0	0.032	0.04	0.108	0.071	0.063	0.082	0.058	0.034	0.00112
0.451	0.02	0.031	0.038	0.234	0.088	0.082	0.004	0.032	0
0	0.038	0.039	0.083	0	0	0.082	0.004	0.032	0
0	0.044	0.042	0.095	0.071	0	0	0.064	0.047	0
0	0.078	0.03	0.094	0.102	0.063	0.141	0.241	0.04	0.0287
0	0.036	0.045	0.056	0.088	0.063	0.106	0.004	0.036	0.0544
0.255	0.034	0.05	0.114	0.122	0.063	0.145	0.004	0.043	0.959
0	0.027	0.038	0.111	0.14	0.063	0.129	0.159	0.098	0.0423
0.284	0.039	0.061	0.079	0.071	0.083	0.092	0.028	0.035	0.00473
0	0.02	0.034	0.082	0.084	0.063	0.123	0.032	0.04	0.00544
0	0.033	0.059	0.066	0.136	0.063	0.103	0.004	0.458	0.0015
0	0.039	0.036	0.056	0.12	0.106	0.103	0.004	0.044	0.0015
0	0.054	0.03	0.038	0.071	0	0.082	0.06	0.032	0.00256
0	0.041	0.053	0.08	0.071	0.063	0	0.004	0.045	0
0	0.051	0.035	0.056	0.071	0.063	0.082	0.042	0.034	0.00125
0	0.02	0.024	0.045	0.092	0.083	0.082	0.013	0.038	0.00125
0	0.038	0.054	0.068	0.071	0.08	0.097	0.114	0.083	0.00129
0	0.034	0.062	0.044	0.071	0.063	0.082	0.112	0.058	0.00125
0.255	0.028	0.033	0.085	0.081	0.063	0.082	0.028	0.036	0
0	0.029	0.063	0.059	0	0	0	0.004	0.032	0
0	0.043	0.033	0.051	0.071	0.231	0	0.004	0.032	0
0	0.026	0.016	0.07	0.071	0.063	0.163	0.028	0.032	0
0	0.036	0.038	0.059	0	0.434	0	0.109	0.035	0.00208
0.72	0.026	0.049	0.085	0.071	0.063	0.161	0.141	0.058	0.0902
0	0.025	0.046	0.087	0.071	0.063	0.152	0.136	0.21	0.217
0	0.025	0.051	0.048	0.071	0.113	0.082	0.091	0.045	0
0	0.021	0.04	0.038	0.071	0.063	0.082	0.028	0.046	0.00112
0.322	0.041	0.057	0.082	0.071	0	0.082	0.072	0.055	0
0.222	0.023	0.053	0.118	0.071	0.063	0	0.004	0.039	0
0	0.037	0.047	0.06	0.071	0	0.082	0.004	0.04	0
0.04	0.03	0.046	0.049	0.071	0.123	0.082	0.004	0.032	0
0.832	0.038	0.048	0.042	0.071	0	0	0.004	0.043	0
0	0.026	0.016	0.047	0.136	0	0.082	0.004	0.036	0
0	0.05	0.034	0.047	0.071	0.063	0	0.004	0.032	0
0	0.054	0.032	0.071	0.071	0.063	0.082	0.004	0.032	0
0.252	0.018	0.048	0.056	0	0.063	0.082	0.004	0.032	0
0	0.02	0.03	0.064	0.081	0.063	0.082	1.09	0.032	0.0228
0	0.031	0.016	0.07	0.071	0.201	0.089	0.319	0.039	0.0147
0	0.024	0.054	0.038	0	0.063	0.082	0.004	0.032	0
0.304	0.027	0.035	0.072	0.071	0.076	0.216	0.143	0.045	0.00444
0	0.017	0.046	0	0.071	0	0.082	0.028	0.032	0
0	0.012	0.044	0.096	0.071	0	0.128	0.004	0.042	0
0.363	0.052	0.048	0.064	0.071	0.063	0.082	0.068	0.034	0
0	0.046	0.065	0.056	0	0	0	0.004	0.041	0
0	0.03	0.028	0.091	0.071	0.063	0	0.004	0.032	0
0.206	0.029	0.048	0	0.071	0	0	0.004	0.032	0
0	0.022	0.053	0.038	0.071	0.063	0	0.004	0.048	0
0	0.05	0.052	0.071	0	0	0.13	0.004	0.042	0.0015
0.268	0.015	0.076	0	0.071	0	0.082	0.028	0.032	0
0.322	0.015	0.038	0.044	0	0.063	0.082	0.004	0.032	0
0	0.05	0.026	0.118	0.071	0.231	0.089	0.004	0.035	0.00125
0	0.046	0.022	0.057	0.071	0	0.082	0.004	0.032	0.001
0.282	0.032	0.02	0.059	0.13	0.114	0.128	0.334	0.047	0.0315
0	0.019	0.027	0.073	0.071	0	0.082	0.052	0.046	0.0025
0	0.018	0.034	0.074	0.071	0.086	0.159	0.463	0.032	0.014
0	0.022	0.044	0	0.071	0	0.082	0.004	0.046	0.00112
0.197	0.038	0.016	0	0	0	0	0.004	0.034	0
0	0.028	0.016	0.056	0	0.189	0	0.018	0.042	0
0	0.062	0.038	0.049	0	0.063	0.082	0.004	0.033	0
0	0.031	0.039	0.073	0.071	0.063	0.082	0.004	0.053	0.00112
0	0.049	0.044	0.084	0	0.063	0	0.004	0.036	0
0.206	0.018	0.037	0.069	0.071	0.063	0.082	0.028	0.043	0.00117
0.203	0.032	0.022	0.105	0.071	1.04	0.338	0.189	0.207	0.0303
0	0.031	0.033	0.046	0.091	0.164	0.082	0.028	0.035	0.00129
0	0.042	0.016	0.047	0.071	0.088	0.118	0.004	0.037	0.00264
0.363	0.041	0.047	0	0.102	0.138	0	0.004	0.036	0
0	0.024	0.047	0.064	0.071	0.063	0	0.004	0.037	5e-04
0.55	0.02	0.048	0.42	0	0.882	0.164	0.087	1.08	0.132
0	0.045	0.055	0	0.071	0.063	0.082	0.004	0.035	0
0	0.026	0.041	0.038	0.084	0.063	0.082	0.004	0.046	0.0345
0	0.037	0.03	0.056	0.071	0.063	0.082	0.004	0.037	0.0317
0	0.03	0.049	0.06	0.071	0.063	0.098	0.052	0.047	0.0435
0	0.034	0.062	0.07	0.097	0.063	0	0.052	0.032	0
0	0.042	0.03	0.056	0.071	0.063	0.082	0.052	0.044	0
0.17	0.028	0.048	0.059	0.071	0.088	0.11	0.004	0.047	0.00709
0.606	0.027	0.06	0.129	0	0.063	0.109	0.042	0.032	0
0	0.029	0.022	0.052	0	0.088	0.165	0.105	0.051	0.0229
0	0.049	0.046	0.056	0.071	0.212	0	0.028	0.032	0
0	0.035	0.04	0.056	0.126	0.063	0.082	0.267	0.042	0.0437
0	0.03	0.039	0.039	0	0.063	0.118	0.01	0.042	0.0021
0	0.035	0.031	0.095	0.071	0.063	0.082	0.028	0.123	0
0	0.026	0.04	0.118	0.071	0.138	0.133	0.078	0.255	0.00682
0	0.042	0.041	0.054	0.071	0	0	0.048	0.044	0
0	0.038	0.044	0.062	0.093	0.212	0	0.052	0.045	0.0145
0	0.032	0.038	0.118	0	0.063	0	0.006	0.032	0.0029
0	0.039	0.035	0	0.071	0.063	0	0.028	0.035	0
0	0.014	0.041	0.05	0	0.063	0.082	0.004	0.078	0
0	0.048	0.026	0	0.071	0.164	0.118	0.004	0.034	0.001
1.22	0.022	0.058	0.088	0.086	0.282	0.082	5.25	0.038	0.628
0	0.022	0.049	0.044	0.11	0.063	0.102	0.07	0.056	0.001
0.206	0.01	0.037	0.121	0	0.202	0.141	0.073	0.121	0.0055
0	0.052	0.033	0.059	0.096	0	0	0.004	0.032	0
0.255	0.027	0.016	0.045	0.071	0	0	0.083	0.052	0
0	0.017	0.045	0	0.071	0.063	0.082	0.133	0.048	0.00973
0.04	0.015	0.037	0.094	0	0.063	0.082	0.045	0.225	0.0304
0	0.026	0.047	0.053	0.088	0.063	0	0.028	0.035	0
0	0.022	0.016	0.038	0.071	0	0	0.045	0.032	0.00312
0	0.033	0.029	0.05	0.122	0.123	0.176	0.021	0.035	0
0.164	0.017	0.042	0.079	0.071	0.189	0.092	0.145	0.512	0.623
0	0.007	0.039	0.061	0.071	0	0	0.205	0.066	0
0	0.044	0.032	0.043	0	0.063	0	0.004	0.032	0
0.832	0.028	0.059	0.056	0.071	0	0	0.13	0.055	0
0	0.033	0.065	0.058	0.071	0.063	0	0.078	0.038	0.0025
0	0.032	0.039	0.085	0.197	0.063	0	0.028	0.032	0
0	0.023	0.037	0.059	0.097	0.063	0	0.294	0.038	0.0402
0.224	0.028	0.025	0.038	0.071	0.063	0.09	0.011	0.225	0.00332
0	0.03	0.04	0.038	0.071	0.063	0	0.028	0.035	0.00345
0	0.059	0.016	0.099	0	0.063	0	0.042	0.032	0.00738
0	0.022	0.05	0.08	0.071	0	0.082	0.06	0	0
0.185	0.051	0.016	0.068	0	0.063	0	0.028	0.032	0.102
0	0.007	0.038	0	0.071	0.063	0.133	0.028	0.035	0.248
0	0.033	0.041	0	0.071	0.063	0	0.042	0.046	0.0015
0	0.015	0.059	0.047	0	0	0	0.028	0.052	0
0	0.016	0.042	0.07	0	0.063	0.082	0.004	0.032	0.00112
0	0.007	0.03	0.058	0.071	0.063	0	0.004	0.053	0
0.206	0.04	0.022	0	0.071	0.063	0.082	0.004	0.046	0
0	0.023	0.031	0.052	0	0	0.082	0.004	0.032	0
0.51	0.036	0.026	0.055	0.071	0.063	0	0.004	0.038	0
0	0.042	0.055	0.047	0	0	0	0.004	0.051	0
