H3K9ac	H3K9me3	H3K27me3	H3K4me3	H3K36me3	H3K27ac	H3K4me1	RNA_seq	DNase	GRO_seq
0.414	0.03	0.048	0.038	0.086	0.097	0.085	0.05	0.033	0
0.515	0.034	0.048	0.839	0.095	0.707	0.101	0.48	0.156	0.264
0.13	0.034	0.067	0.038	0.081	0	0.055	0.013	0.037	0
0.022	0.038	0.06	0.038	0.084	0	0.018	0.011	0.032	0
0.022	0.03	0.058	0.038	0.085	0	0.062	0.009	0.032	0
0.031	0.047	0.066	0.038	0.103	0.164	0.066	0.009	0.033	0
0	0.038	0.048	0.068	0.144	0	0.018	0.396	0.032	0.0241
0.022	0.036	0.116	0.049	0.098	0.109	0.086	0.047	0.033	0.038
0.137	0.03	0.05	0.055	0.072	0.122	0.127	0.033	0.034	0.0569
0.108	0.05	0.068	0.045	0.096	0.08	0.044	0.011	0.032	0.0359
0.022	0.034	0.048	0.078	0.071	0.225	0.127	0.008	0.118	0.0357
0.037	0.034	0.05	0.085	0.088	0.104	0.065	0.009	0.039	0
0.022	0.052	0.066	0.038	0.105	0.072	0.051	0.007	0.04	0
0.158	0.03	0.048	0.038	0.071	0	0.028	0.515	0.032	0
0	0.03	0.048	0.047	0.077	0	0.068	0.011	0.032	0
0.109	0.042	0.054	0.055	0.071	0.063	0.036	0	0.032	0
0.022	0.034	0.08	0.092	0.104	0	0.045	0	0.032	0
0.022	0.044	0.064	0.045	0.071	0	0.07	0.015	0.08	0
0.022	0.03	0.048	0.045	0.096	0.1	0.038	0.002	0	0
0.102	0.063	0.055	0.058	0.071	0.185	0.104	0.002	0.066	0.0167
0.084	0.03	0.048	0.038	0.077	0.08	0.1	0.009	0.038	0.016
0.138	0.03	0.048	0.088	0.071	0	0.037	0.014	0.032	0
0	0.032	0.048	0.081	0.077	0	0.018	0.086	0.032	0
0.033	0.03	0.054	0.038	0.084	0	0.018	0.004	0.032	0
0.022	0.03	0.05	0.038	0	0	0.018	0.027	0.034	0.0095
0.022	0.032	0.051	0.038	0.071	0.408	0	0.029	0.032	0
0.022	0.03	0.048	0.044	0.137	0	0.03	0.029	0.033	0
0	0.058	0.048	0.038	0.071	0	0.018	0.14	0.038	0.0276
0.022	0.044	0.059	0.038	0	0	0.018	0	0.034	0
0	0.064	0.067	0.038	0	0.115	0.018	0	0.032	0
0.156	0.046	0.056	0.052	0.071	0.063	0.026	0.085	0.033	0
0.112	0.032	0.048	0.059	0.077	0.226	0.123	0.022	0.064	0.0327
0	0.041	0.079	0.038	0.093	0	0.018	0.004	0.032	0
0.118	0.04	0.048	0.054	0.093	0.396	0.084	0.002	0.059	0
0.089	0.05	0.048	0.038	0.076	0	0.069	0.003	0.032	0
0.139	0.04	0.055	0.052	0.13	0	0.1	0.017	0.032	0.0188
0.124	0.03	0.059	0.049	0.096	0.063	0.092	0.009	0.043	0
0.076	0.048	0.051	0.066	0.082	0.072	0.058	0.011	0.034	0
0.13	0.052	0.048	0.052	0.073	0.063	0.035	0.314	0.036	0.039
0.022	0.039	0.048	0.093	0.071	0	0.061	0.015	0.037	0.0159
0.306	0.044	0.051	0.238	0.088	0.098	0.089	0.318	0.033	0.0307
0.022	0.03	0.048	0.092	0	0.063	0.018	0.049	0.034	0
0.069	0.03	0.048	0.038	0.071	0	0.054	0	0.038	0
0	0.054	0.084	0.09	0	0.241	0.018	0	0.036	0
0	0.056	0.048	0.08	0	0	0	0	0.035	0
0	0.045	0.048	0.038	0	0	0.05	0.013	0.032	0
0	0.057	0.048	0.049	0	0.063	0	0.148	0.032	0
0	0.034	0.048	0.038	0	0	0.018	0.036	0.036	0
0	0.03	0.068	0.038	0.071	0	0	0.021	0.032	0
0	0.041	0.076	0.038	0.075	0	0	0.057	0.036	0
0.022	0.03	0.064	0.038	0	0	0.018	0.024	0.032	0
0	0.053	0.055	0.038	0.071	0	0.033	0.017	0.032	0
0.022	0.038	0.048	0.06	0.071	0	0.059	0.007	0.032	0
0	0.058	0.054	0.038	0.075	0.316	0.018	0.004	0.032	0
0.022	0.036	0.048	0.038	0.079	0	0.091	0.021	0.036	0
0.022	0.03	0.048	0.038	0.071	0	0.018	0.878	0.049	0
0	0.03	0.062	0.038	0	0	0.018	0.004	0.033	0
0.022	0.038	0.08	0.046	0.082	0	0.089	0.083	0.032	0
0.187	0.03	0.06	0.063	0.079	0	0.106	0.072	0.041	0
0.144	0.047	0.068	0.052	0.211	0	0.076	0.047	0.032	0
0.022	0.03	0.055	0.038	0.075	0.201	0.026	0.002	0.036	0
0	0.03	0.062	0	0	0.114	0	0.033	0.038	0
0.414	0.039	0.064	0.038	0.071	0.063	0.052	0.019	0.038	0.0254
0.209	0.03	0.058	0.038	0.09	0	0.077	0.017	0.038	0
0	0.035	0.048	0.038	0.071	0.102	0.045	0.004	0.036	0
0.147	0.03	0.048	0.084	0.071	0.063	0.018	0.107	0.033	0.0255
0.282	0.03	0.065	0.038	0	0.106	0.039	0.017	0.034	0
0.223	0.046	0.048	0.052	0.078	0.106	0.033	0.002	0.044	0
0.129	0.046	0.048	0.038	0.081	0.106	0.061	0.03	0.032	0.0388
0	0.041	0.048	0.047	0.071	0	0.046	0.004	0.032	0.024
0	0.03	0.048	0.038	0	0	0.091	0.006	0.032	0
0	0.03	0.048	0.038	0	0.274	0.091	0.017	0.033	0
0.022	0.03	0.051	0.038	0.074	0.08	0.018	0.033	0.038	0
0.022	0.041	0.048	0	0.087	0.152	0.105	0.013	0.032	0
0.022	0.048	0.048	0	0.079	0	0.062	0.223	0.032	0.0571
0.188	0.038	0.048	0.038	0.071	0.063	0.039	0.009	0.032	0
0	0.039	0.058	0	0	0.063	0.018	0.004	0.079	0
0.022	0.039	0.066	0.049	0.071	0.086	0.034	0.049	0.034	0
0.043	0.033	0.077	0.038	0.084	0.11	0.018	0.002	0.04	0
0.022	0.042	0.058	0.066	0.095	0.151	0.018	0.162	0.032	0.0337
0	0.033	0.048	0.038	0	0	0	0.002	0.032	0
0	0.04	0.055	0.038	0	0.118	0.068	0	0.032	0
0	0.045	0.048	0.038	0	0	0	0.004	0.036	0
0.329	0.038	0.128	0.288	0.083	0.076	0.132	0.085	0.108	0.0153
0	0.054	0.048	0.063	0.071	0.195	0.038	0.67	0.037	0.417
0.135	0.034	0.068	0.049	0.085	0.136	0.124	0.036	0.038	0.0163
0.222	0.038	0.05	0.038	0.089	0	0.032	0.033	0.032	0.0195
0.122	0.042	0	0.072	0.118	0	0.067	0.028	0.032	0
0.116	0.034	0.048	0.047	0.099	0.089	0.057	0.101	0.033	0.032
0	0.036	0.048	0.093	0.08	0.106	0.047	0.13	0.034	0.0296
0.022	0.03	0.048	0.052	0.079	0.063	0.083	0.154	0.04	0
0	0.034	0.051	0	0	0	0	0.004	0.032	0
0	0.066	0.058	0.038	0.071	0	0.018	0.002	0.033	0
0.022	0.036	0.05	0.054	0.071	0	0.048	0	0.039	0
0	0.03	0.048	0.12	0.071	0.069	0.018	0	0.032	0
0.022	0.039	0.081	0.049	0.1	0.072	0.048	0.002	0.032	0
0.188	0.047	0.048	0.038	0.084	0	0.018	0	0.032	0
0.056	0.03	0.076	0.07	0.079	0.08	0.055	0.009	0.039	0
0.44	0	0.057	0.045	0.071	0	0.044	0.04	0.036	0.0153
0	0.036	0.048	0.045	0.08	0.365	0.06	0	0.032	0
0.089	0.034	0.061	0.058	0.115	0.098	0.107	0.011	0.05	0
0.07	0.039	0.051	0.052	0.074	0.072	0.06	0.021	0.032	0
0.022	0.043	0.062	0.038	0.071	0.111	0.06	0.006	0.032	0
0.943	0.036	0	0.841	0.171	0.112	0.152	0.232	0.357	0.0972
0.022	0.041	0.048	0.043	0.107	0.063	0.07	0.015	0.037	0.0126
0	0.048	0.048	0.09	0.08	0.08	0.018	0.019	0.032	0
0.022	0.044	0.07	0.038	0.096	0.063	0.028	0.015	0.033	0
0.064	0.04	0.048	0.049	0	0.344	0.024	0	0.035	0
0.022	0.051	0.058	0.047	0.101	0	0.038	0.019	0.048	0
0.114	0.038	0.048	0.038	0.079	0.137	0.09	0.041	0.032	0.0268
0.022	0.035	0.058	0.038	0.071	0.083	0.018	0.002	0.032	0
0.322	0.03	0.055	0	0.108	0	0.018	0	0.032	0
0.022	0.03	0.053	0.066	0.071	0	0.018	0.002	0.044	0
0	0.05	0.048	0.038	0	0.063	0.018	0.004	0.044	0
0.022	0.03	0.05	0.038	0	0	0.018	0	0.032	0
0.022	0.03	0.051	0.045	0.075	0	0.063	0.002	0.032	0
0	0.03	0.051	0.059	0	0	0.018	0.002	0.038	0
0.022	0.044	0.068	0.071	0.071	0	0.018	0.002	0	0
0	0.066	0.051	0.038	0	0	0.018	0.034	0.033	0.0235
0	0.03	0.048	0.038	0.071	0	0.033	0.003	0.037	0
0	0.038	0.048	0.038	0.071	0	0	0	0.032	0
0.022	0.034	0.052	0.055	0	0	0.018	0	0.032	0
0	0.03	0.048	0.038	0.071	0	0.052	0.002	0.038	0
0	0.044	0.061	0.038	0	0.063	0.018	0.059	0.032	0.0256
0.152	0.05	0.058	0.045	0.074	0.063	0.042	0.082	0.038	0.0279
0.022	0.03	0.055	0.038	0.096	0.063	0.05	0.069	0.032	0
0.197	0.033	0.048	0.119	0.131	0.233	0.1	0.655	0.054	0.117
0	0.036	0.055	0.038	0.317	0.088	0.033	0.002	0.032	0
0	0.044	0.048	0.074	0	0	0.048	0.002	0.032	0
0.252	0.042	0.051	0.092	0.084	0.063	0.062	0.013	0.032	0
0.022	0.03	0.06	0.062	0.085	0.093	0.065	0.029	0.032	0.0124
0.022	0.038	0.048	0.038	0.071	0.206	0.091	0.004	0.038	0
0.022	0.03	0.06	0.057	0	0	0.056	0.013	0.035	0
0.882	0.032	0.048	0.044	0.139	0.103	0.088	0	0.045	0
0.188	0.037	0.052	0.08	0.077	0	0	0.068	0.034	0.0153
0.033	0.039	0.061	0.038	0.123	0.093	0.045	0.004	0.032	0
0	0.03	0.048	0.038	0.071	0.063	0.051	0	0.032	0
0.064	0.033	0.075	0.038	0.104	0	0.044	0.024	0.043	0
0.078	0.033	0.048	0.038	0	0	0.06	0.004	0.032	0
0.037	0.07	0.057	0	0.071	0.084	0.018	0.002	0.035	0
0.076	0.037	0.058	0.038	0.073	0	0.07	0.004	0.058	0
0	0.039	0.048	0.038	0.071	0	0.018	0.006	0.034	0.0153
0.022	0.03	0.05	0.038	0	0.152	0.028	0.023	0.033	0.0238
0.188	0.046	0.048	0.038	0	0	0.061	0.013	0.041	0
0.043	0.03	0.055	0.047	0.082	0	0.082	0.016	0.032	0.0127
0.309	0.043	0.059	0.049	0.102	0.11	0.12	0.002	0.032	0
0.114	0.03	0.048	0.038	0.078	0.091	0.081	0.139	0.032	0.0169
0.078	0.062	0.061	0.055	0.11	0	0.018	0.019	0.032	0
0.066	0.03	0.048	0.049	0.087	0.097	0.066	0.036	0.039	0
0.185	0.03	0.048	0.074	0.132	0.066	0.109	1.14	0.04	0.0992
0.526	0.03	0.048	0.217	0.071	0.072	0.324	0.025	0.23	0.0337
0.022	0.03	0.081	0.038	0.071	0	0.018	0.006	0.036	0
0	0.032	0.052	0.038	0	0	0.018	0.002	0.034	0
0.073	0.048	0.048	0.038	0.079	0.063	0.064	0.06	0.032	0
0.067	0.034	0.075	0.038	0.083	0.195	0.069	0.038	0.032	0.0261
0.022	0.038	0.051	0.082	0	0.312	0.054	0.304	0.038	0.0516
0.022	0.044	0.063	0.038	0.091	0.076	0.054	0.042	0.035	0
0.444	0.03	0.048	0.054	0.108	0.173	0.018	0.824	0	0.0461
0.505	0.044	0.048	0.134	0.102	0.569	0.142	0.178	0.178	0.047
0.133	0.043	0.074	0.047	0.099	0.177	0.083	0.226	0.038	0.064
0.022	0.039	0.048	0.052	0.096	0	0.071	0.021	0.032	0.0228
0.078	0.04	0.048	0.059	0.081	0.063	0.072	0.836	0.033	0.0498
0.084	0.033	0.053	0.052	0.085	0.072	0.09	0.091	0.038	0.0155
0.321	0.042	0.051	0.038	0.078	0.106	0.054	0.042	0.033	0
0.201	0.037	0.074	0.104	0.172	0.089	0.239	0.018	0.178	0.0121
0.322	0.035	0.055	0	0.079	0.066	0.03	0.006	0.032	0
0.073	0.04	0.057	0.061	0.136	0.374	0.033	0.004	0.062	0
0	0.056	0.048	0.059	0	0	0.018	0.013	0.032	0
0	0.046	0.063	0.038	0.071	0.063	0.083	0	0.032	0
0	0.063	0.064	0.052	0	0.072	0	0	0	0
0.093	0.038	0.051	0.038	0.074	0	0.042	0	0.034	0
0.022	0.03	0.056	0.038	0	0	0	0	0.032	0
0.033	0.051	0.048	0.038	0.135	0.063	0.028	0	0.032	0
0	0.043	0.058	0.038	0.25	0.085	0.048	0	0.032	0
0	0.034	0.048	0.038	0.071	0.341	0.076	0	0.032	0
0.022	0.032	0.052	0.063	0.091	0.152	0.032	0.002	0.032	0
0.105	0.03	0.051	0.077	0.108	0	0.028	0.013	0.036	0
0.155	0.048	0.052	0.105	0.077	0.076	0.128	0.175	0.035	0.0282
0.022	0.03	0.056	0.061	0	0	0.018	0.006	0.038	0.0157
0.022	0.035	0.048	0.038	0	0	0.045	0.004	0.035	0
0.066	0.032	0	0.038	0.09	0	0.025	0.007	0.032	0
0.022	0.042	0.079	0.038	0	0.296	0.112	0.002	0.032	0
0.167	0.035	0.048	0.066	0.074	0.273	0.063	0.052	0.043	0.0398
0.031	0.047	0.086	0.12	0.14	0	0.052	0.1	0.032	0
0.196	0.03	0.048	0.057	0.078	0.224	0.078	0.094	0.032	0
0.022	0.032	0.09	0.038	0.086	0	0.047	0.032	0.033	0.0133
0.078	0.03	0.07	0.054	0.083	0.226	0.084	0.011	0.042	0
0.022	0.034	0.061	0.044	0.091	0.063	0.051	0.011	0.04	0
2.17	0.03	0.048	0.599	0.284	0.416	0.269	0.322	0.668	0.0729
0.27	0.047	0.071	0.078	0.088	0.418	0.12	0.021	0.043	0.0225
0.089	0.032	0.062	0.038	0.101	0.422	0.028	0.017	0.037	0
0.166	0.03	0.054	0.045	0.166	0.063	0.093	0.072	0.04	0.0153
0.147	0.03	0.055	0.038	0.154	0	0.094	0.014	0.033	0.008
0.122	0.038	0.048	0.038	0.071	0.354	0.045	0.004	0.032	0
0.022	0.039	0.052	0.038	0.071	0	0.039	0.027	0.032	0
0.022	0.038	0.07	0.056	0.084	0	0.065	0.029	0.039	0
0.147	0.035	0.058	0.078	0.1	0.271	0.103	1.5	0.049	0.0613
0.022	0.043	0.064	0.066	0.106	0.11	0.056	0.008	0.032	0.0192
0.097	0.038	0.074	0.038	0.084	0.134	0.079	0.125	0.032	0.024
0.132	0.036	0.058	0.06	0.075	1.07	0.171	0.066	0.08	0
0.062	0.074	0.076	0.038	0.071	0.128	0.059	0.027	0.032	0
0.064	0.039	0.076	0.084	0.082	0.089	0.158	0.031	0.051	0.0447
0.022	0.03	0.048	0.048	0.081	0.072	0.073	0.2	0.044	0
0.106	0.036	0.048	0.038	0.168	0.224	0.077	0.138	0.034	0.0388
0.464	0.046	0.048	0.164	0.076	0.168	0.13	0.028	1.53	0.111
0.171	0.03	0.065	0.046	0.075	0.108	0.056	0.02	0.032	0
0.115	0.03	0.055	0.136	0.082	0	0.103	0.052	0.058	0.0268
0.552	0.068	0.048	0.702	0.071	0.541	0.104	0.105	0.931	0.219
0.192	0.034	0.058	0.062	0.108	0	0.077	0.015	0.038	0
0.223	0.072	0.06	0.06	0.071	0	0.061	0.006	0.032	0
0.188	0.04	0.054	0.066	0.073	0.106	0.026	0	0.032	0
0.109	0.046	0.065	0.072	0.086	0.225	0.152	0.013	0.04	0.0232
0.445	0.03	0	0.038	0.078	0.114	0.018	0	0.032	0
0.089	0.03	0.048	0.038	0.144	0.074	0.039	0.002	0.032	0
0.022	0.03	0	0.038	0.094	0.089	0.058	0	0.032	0
0.022	0.034	0.049	0.038	0.071	0.063	0.086	0.011	0.032	0
0.253	0.047	0.058	0.085	0.191	0.069	0.231	0.029	0.067	0.0167
0.312	0.03	0.063	0	0.109	0.089	0.103	0.04	0.035	0
0.193	0.03	0.07	0.038	0.09	0	0.065	0.046	0.032	0
0.176	0.052	0.048	0.081	0.105	0	0.099	0.017	0.032	0.0294
0.044	0.038	0.048	0.05	0.141	0.063	0.053	0	0.037	0
0.133	0.047	0.067	0.038	0.089	0.582	0.087	0.003	0.034	0.0163
0.314	0.048	0.048	0.049	0.102	0.092	0.068	0.149	0.032	0.0432
0.09	0.036	0.048	0.059	0.086	0.063	0.101	0.006	0.037	0
0.189	0.03	0.048	0.092	0.083	0.08	0.045	0.002	0.032	0
0.022	0.042	0.051	0.038	0.077	0.072	0.038	0.029	0.032	0.0438
0.132	0.03	0.048	0.038	0.096	0.08	0.036	0.027	0.032	0
0.186	0.042	0.054	0.059	0.206	0.063	0.054	0.002	0.032	0
0.146	0.03	0.1	0.038	0.071	0	0.093	0.011	0.032	0
0.022	0.037	0.048	0.038	0.071	0.063	0.083	0	0.032	0
0.022	0	0.068	0.048	0.084	0	0.091	0	0.032	0
0.022	0.03	0.07	0.038	0.072	0	0.05	0.006	0.034	0
0.093	0.034	0.058	0.038	0.09	0.08	0.158	0.03	0.032	0
0.87	0.034	0.048	0.512	0.225	0.085	0.141	0.713	0.088	0.0625
0.078	0.051	0.08	0.069	0.092	0.078	0.109	0.023	0.084	0
0.076	0.036	0.051	0.038	0.1	0	0.071	0.033	0.039	0
0.105	0.03	0.081	0	0.114	0.11	0.076	0.032	0.039	0
0.122	0.036	0.053	0.074	0.071	0.12	0.124	0.111	0.038	0.016
0.105	0.042	0.048	0.044	0.084	0.08	0.04	0.056	0.033	0.0287
0	0.038	0.048	0	0	0.177	0	0.009	0.032	0
0.022	0.049	0.048	0.038	0.071	0.063	0.018	0.06	0.032	0
0.172	0.04	0.062	0.045	0.094	0.072	0.133	0.052	0.037	0
0.061	0.037	0.052	0.049	0.116	0.084	0.075	0.281	0.037	0.0679
0.022	0.034	0	0.049	0.071	0.08	0.047	0.064	0.035	0.0294
0.293	0.034	0.098	0.201	0.075	0	0.105	0.063	0.137	0.0295
0.022	0.03	0.06	0.059	0.075	0	0.069	0.062	0.055	0
0	0.041	0.048	0.038	0	0	0.018	0.006	0.032	0
0.132	0.036	0.058	0.038	0.071	0	0.048	0.002	0.037	0
0	0.042	0.055	0.12	0	0	0	0.002	0.032	0
0.063	0.044	0.05	0	0.071	0.124	0.039	0.036	0.032	0
0	0.038	0.052	0	0.084	0	0.063	0	0.044	0
0.254	0.034	0	0.038	0.074	0.151	0.074	0.524	0.032	0.061
0.022	0.051	0.074	0.038	0.195	0.069	0.034	0.002	0.04	0
0.116	0.051	0.059	0.055	0.071	0.063	0.044	0.013	0.042	0
0.177	0.047	0.048	0.052	0.118	0.268	0.041	0.421	0.032	0.015
0.09	0.042	0.058	0.055	0.071	0.106	0.036	0	0.035	0
0	0.03	0.079	0.038	0	0.08	0.018	0.013	0.041	0
0.022	0.042	0.048	0.038	0.087	0.089	0.079	0.021	0.032	0
0.137	0.038	0.055	0.059	0.149	0.08	0.152	0.016	0.048	0.0152
0.064	0.053	0.048	0.096	0.074	0.136	0.19	0.059	0.146	0.012
0	0.042	0.055	0.038	0.084	0	0.039	0.013	0.034	0
0.146	0.03	0.051	0.045	0.071	0.089	0.034	0.006	0.045	0
0.022	0.05	0.074	0.038	0	0.122	0.08	0.006	0.057	0
0.381	0.03	0.054	0	0.071	0.137	0.058	0.003	0.032	0
0.311	0.034	0.048	0.153	0.078	2.11	0.079	0.022	0.759	0.349
0.115	0.03	0.062	0.038	0.149	0	0.079	0.002	0.032	0
0.022	0.043	0.056	0.038	0.096	0.083	0.05	0.066	0.032	0
0.056	0.045	0.063	0.038	0.1	0.178	0.049	0.066	0.032	0
0	0.03	0.054	0.05	0.274	0	0.018	0.016	0.032	0.014
0.116	0.03	0.051	0.038	0.08	0	0.038	0.009	0.032	0
0.039	0.034	0.075	0.066	0.074	0.076	0.034	0.01	0.032	0
0	0.041	0.072	0.038	0	0.063	0	0.009	0.032	0
0.033	0.035	0.058	0.038	0.137	0.076	0.043	0.009	0.033	0
0	0.047	0.06	0.074	0.071	0	0.091	0.009	0.036	0
0.022	0.034	0.052	0.038	0.071	0.089	0.034	0.011	0.032	0
0.342	0.034	0.064	0.257	0.431	0.08	0.135	0.02	0.054	0.0395
0.115	0.03	0.048	0.038	0.165	0.084	0.095	0.006	0.032	0.024
0.022	0.05	0.061	0.047	0.11	0	0.044	0.004	0.04	0
0.022	0	0.058	0.038	0.075	0	0.05	0.002	0.032	0
0	0.041	0.048	0.049	0.071	0	0	0.024	0.032	0
0.022	0.042	0.048	0.038	0.073	0.119	0.044	0	0.038	0
0.022	0.04	0.048	0.038	0.071	0.098	0.049	0.029	0.033	0
0	0.036	0.048	0.056	0	0.08	0.082	0.021	0.032	0
0.022	0.046	0.056	0.038	0.146	0	0.095	0.013	0.036	0
0.15	0.044	0.058	0.038	0.107	0.089	0.052	0.015	0.032	0
0.022	0.05	0.068	0.038	0.071	0.063	0.033	0.04	0.032	0
0.022	0.03	0.056	0.054	0.18	0.063	0.098	0.073	0.043	0.0115
0	0.03	0.054	0.038	0	0	0	0.011	0.036	0
0.105	0.042	0.053	0.038	0.071	0	0.057	0	0.032	0
0.088	0.045	0.082	0.104	0.078	0.073	0.137	0.317	0.046	0
0	0.047	0.073	0.066	0.071	0.063	0.018	0.004	0.032	0
0	0.05	0.068	0.038	0.074	0.07	0.062	0.004	0.032	0
0.022	0.049	0.074	0.054	0.077	0.214	0.043	0.004	0.033	0
0.082	0.034	0.07	0.07	0.149	0.102	0.03	0.006	0.032	0
0.191	0.032	0.068	0.038	0.169	0.076	0.026	0.006	0.034	0
0.196	0.03	0.056	0.066	0.077	0	0.03	0.082	0	0
0.022	0.058	0.085	0.038	0.073	0.31	0.045	0.152	0.033	0
0.031	0.047	0.048	0.054	0.08	0	0.065	0.009	0.033	0.0249
0.39	0.035	0.07	0	0.073	0.063	0.146	0.009	0.036	0
0	0.049	0.052	0.038	0	0	0.018	0.009	0.032	0
0	0.03	0.048	0.038	0	0	0.018	0.002	0	0
1.27	0.039	0.048	0.059	0	0	0.186	0.013	0.032	0
0.067	0.046	0.048	0	0.096	0	0.061	0.015	0.037	0
0.2	0.034	0.07	0.063	0.071	0.718	0.091	0.006	0.062	0.0147
0.116	0.034	0.074	0.105	0.091	0.063	0.101	0.01	0.116	0
0.022	0.048	0.062	0.038	0.112	0.063	0.018	0.002	0.034	0
0	0.038	0.048	0.082	0	0	0.018	0.006	0.032	0
0.022	0.034	0.061	0.059	0.071	0.228	0.018	0.006	0.032	0
0.022	0.03	0.05	0	0.079	0.227	0.073	0.017	0.037	0.012
0	0.044	0.051	0.038	0.071	0	0.018	0.01	0.032	0
0.029	0.051	0.052	0.038	0.084	0	0.039	0.08	0.037	0.0237
0.111	0.034	0.064	0.038	0.221	0	0.033	0.004	0.038	0.0368
0.022	0.048	0.048	0.047	0.096	0	0.018	0.002	0.032	0
0	0.034	0.063	0.038	0	0	0.08	0.044	0.032	0
0.65	0.03	0.048	0.681	0.348	1.19	0.104	0.005	0.886	0.221
0	0.032	0.1	0.038	0	0	0.018	0.009	0.036	0
0	0.036	0.048	0.038	0	0	0.018	0.002	0.032	0
0.188	0.038	0.048	0.052	0.071	0.178	0.018	0.002	0.032	0
0.188	0.036	0.048	0.044	0.071	0	0.07	0	0.033	0
0	0.056	0.048	0.038	0.071	0	0.028	0	0.032	0
0	0.03	0.048	0.047	0.071	0.08	0.06	0.361	0.041	0.023
0	0.036	0.048	0.038	0	0	0.018	0.027	0.038	0
0.105	0.035	0.048	0.038	0.071	0	0	0.013	0.033	0
0.022	0.034	0.068	0.038	0.071	0	0.018	0	0.032	0
0	0.045	0.048	0.074	0	0.089	0.043	0	0.032	0
0.022	0.041	0.048	0.067	0.071	0.063	0.046	0.011	0.036	0.0157
0.022	0.035	0.048	0	0.071	0	0.044	0.011	0.039	0
0.022	0.03	0.048	0.038	0	0.27	0	0.013	0.033	0
0.073	0.037	0.048	0.06	0.071	0.063	0.018	0.157	0.032	0.0349
0.149	0.03	0.061	0.038	0.108	0	0.025	0.066	0.04	0
0.022	0.049	0.048	0.038	0	0	0.018	0.013	0.032	0
0.151	0.03	0.061	0.094	0.088	0	0.163	0.015	0.129	0.0152
0	0.04	0.051	0.052	0	0.261	0	0.024	0.032	0
0.037	0.069	0	0.038	0.071	0	0.037	0.024	0.032	0
0.022	0.03	0.058	0.038	0	0	0.018	0	0.034	0
0.426	0.04	0.055	0.074	0.071	0	0.05	0	0.032	0
0.022	0.043	0.064	0.038	0.071	0	0.018	0.054	0.047	0.0416
0	0.032	0.068	0.038	0	0	0.026	0.004	0.033	0
0.18	0.03	0.05	0.045	0.092	0.097	0.096	0.011	0.057	0.0152
0.199	0.042	0.052	0.038	0	0	0.018	0.019	0.032	0
0.022	0.053	0.051	0.038	0.071	0	0.035	0	0.032	0
0.134	0.047	0.048	0.038	0.127	0.132	0.049	0.002	0.034	0
0	0.04	0.06	0.062	0.081	0.189	0.055	0.004	0.041	0.0148
0.044	0.03	0.053	0.076	0.077	0.169	0.065	0	0.032	0.036
0.031	0.046	0.048	0.046	0.09	0.063	0.085	0.003	0.036	0.0122
0	0.03	0.06	0.038	0.074	0	0.054	0.002	0.04	0
0.164	0.033	0.048	0.092	0.073	0.506	0.037	0.015	0.032	0
0.067	0.041	0.068	0.038	0.071	0	0.065	0.007	0.032	0
0.133	0.041	0.076	0.055	0.08	0.256	0.064	0.031	0.037	0.0158
0.037	0.036	0.051	0.068	0.072	0.128	0.048	0.031	0.032	0
0.022	0	0.05	0.047	0.071	0	0.018	0.002	0.033	0
0.097	0.03	0.058	0.038	0	0.509	0.06	0.004	0.042	0.0125
0.044	0.039	0.06	0.038	0.081	0	0.032	0.072	0.032	0.0153
0.089	0.037	0.052	0.051	0.148	0.105	0.038	1.12	0.033	0.0154
0.5	0.057	0.048	0.15	0.071	0.133	0.191	0.216	0.046	0.0144
0.061	0.048	0.057	0.212	0.12	0.076	0.169	0.032	0.281	0.0419
0.214	0.048	0.059	0.038	0.071	0.193	0.078	0.015	0.033	0.011
0.23	0.046	0.081	0.082	0.096	0.1	0.147	0.058	0.269	0.0319
0.022	0.046	0.054	0.059	0.071	0.076	0.068	0.011	0.032	0
0.022	0.032	0.063	0.049	0.071	0.072	0.018	0	0.032	0
0.022	0.032	0.048	0.038	0.071	0	0.018	0.017	0.036	0.0118
0.059	0.034	0.063	0.05	0.08	0.063	0.018	0.082	0.032	0.0121
0.056	0.03	0.063	0	0.152	0.063	0.065	0.354	0.036	0.0277
0.278	0.065	0.048	0.228	0.114	0.665	0.214	0.259	0.078	0.171
0.022	0.039	0.057	0.044	0.071	0.248	0.053	0.04	0.032	0
0.022	0.064	0.052	0.038	0.081	0.063	0.084	0.004	0.034	0
0.105	0.054	0.051	0.078	0.075	0.186	0.102	0.007	0.154	0.0531
0.022	0.03	0.064	0.052	0	0.114	0.048	0.011	0.033	0
0.178	0.042	0.079	0.123	0.129	0.176	0.114	0.003	0.054	0
0.022	0.036	0.052	0.05	0.071	0	0.032	0	0.032	0.0318
0.022	0.037	0.048	0.061	0.077	0	0.081	0.004	0.032	0
0.109	0.03	0.063	0.055	0.152	0.186	0.018	0.195	0.039	0.0197
0.03	0.036	0.06	0.057	0.071	0.11	0.107	0.004	0.077	0
0	0.04	0.048	0.038	0.071	0.206	0.038	0.011	0.033	0
0.269	0.038	0.087	0.075	0.162	0.14	0.107	0.004	0.074	0.015
0	0.066	0.054	0.038	0	0.089	0.028	0.006	0.032	0
0.022	0.041	0.062	0.08	0.093	0.076	0.071	0.018	0.033	0
0.037	0.04	0.062	0.045	0.088	0.181	0.041	0.017	0.032	0.012
