H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.04	0.063	0.04	0.17	0.036	0.015	0.039	0.177	0.012	0.05	0.644	1	0.676	0.033	0.06
0.031	0.071	0.034	0.074	0.03	0.021	0.034	1.8	0.017	0.122	0.693	1	0.634	0.033	0.06
0.102	0.046	0.032	0.101	0.199	0.016	0.112	24.4	0.129	0.08	1.97	0	0.564	0.048	0.089
0.048	0.093	0.032	0.377	0.079	0.014	0.06	3.4	0.047	0.155	2.24	1	0.642	0.137	0.083
0.065	0.099	0.04	0.937	0.405	0.022	0.316	0.619	0.081	0.114	1.38	1	0.69	0.049	0.06
0.033	0.145	0.033	0.14	0.037	0.014	0.038	1.09	0.008	0.177	2.03	0	0.55	0.043	0.06
0.038	0.06	0.038	0.4	0.049	0.014	0.094	0.051	0.094	0.136	1	5	0.66	0.033	0.06
0.044	0.068	0.032	0.087	0.043	0.014	0.03	6.21	0.017	0.077	2.27	0	0.528	0.039	0.06
0.067	0.203	0.036	0.738	0.098	0.017	0.406	0.125	0.018	0.251	2.08	0	0.632	0.033	0.06
0.099	0	0	0.199	0.03	0.022	0.052	0.077	0.05	0.062	1.75	0	0.52	0.036	0.06
0.463	0.094	0.032	0.373	0.522	0.029	0.657	0.156	0.313	1.61	0.813	1	0.692	0.21	0.06
0.033	0.062	0.032	0.097	0.031	0.021	0.047	0.146	0.043	0.082	0.626	1	0.622	0.036	0.06
0.031	0.073	0.042	0.102	0.024	0.022	0.052	3.28	0.025	0.079	0.286	1	0.598	0.043	0.06
0.034	0.046	0.036	0.061	0.025	0.061	0.063	0	0.066	0.05	0.586	0	0.536	0.043	0.06
0.031	0.053	0.032	0.077	0.03	0.015	0.049	0.016	0.03	0.201	0.728	1	0.614	0.033	0.06
0.035	0	0.05	0.054	0.007	0.03	0.014	0.136	0.006	0.064	2.51	0	0.454	0.033	0.06
1.15	0.046	0.046	0.101	0.81	0.015	1.43	0.228	0.261	0.097	0.445	0	0.65	0.129	0.06
0.034	0.076	0.032	0.088	0.024	0.018	0.034	0.587	0.026	0.126	1.77	0	0.638	0.128	0.06
0	0.078	0.032	0.044	0.026	0.021	0.054	0.535	0.013	0.05	3.95	0	0.458	0.037	0.074
0.368	0.101	0.033	0.141	0.197	0.018	0.329	0.093	0.986	0.46	0.216	0	0.558	0.314	0.118
1.46	0.101	0.039	0.159	0.978	0.015	1.25	1.15	0.126	0.072	9.27	3	0.716	0.05	0.06
0.041	0.083	0.032	0.044	0.013	0.023	0.041	1.22	0.011	0.281	1.59	0	0.54	0.048	0
0.031	0.178	0.056	0.054	0.027	0.028	0.043	0.485	0.013	0.068	6.59	0	0.474	0.047	0.073
0.033	0.118	0.042	0.227	0.151	0.019	0.092	0.288	0.064	0.07	0.534	4	0.666	0.047	0.06
0.052	0.164	0.037	0.044	0.021	0.015	0.039	0.972	0.016	0.089	1.14	0	0.536	0.033	0.06
0.031	0.094	0.033	0.598	0.064	0.021	0.23	0.477	0.041	0.05	0.832	0	0.642	0.033	0.085
0.031	0.077	0	0.073	0.007	0.023	0.038	0.435	0.018	0.05	1.05	3	0.686	0.033	0.06
0.041	0.064	0.053	0.106	0.007	0.033	0.069	0.188	0.018	0	1.89	2	0.56	0.099	0.085
0.045	0.149	0.034	0.044	0.045	0.02	0.048	0.93	0.013	0.178	1.42	0	0.482	0.038	0.06
0.031	0.086	0.032	0.126	0.05	0.031	0.076	0.634	0.029	0.08	1.42	0	0.564	0.045	0.06
0.048	0.046	0.034	0.044	0.028	0.023	0.026	0.146	0.01	0.131	1.58	0	0.51	0.033	0.06
0.031	0.046	0.034	0.28	0.014	0.019	0.076	1.23	0.022	0.05	0.912	2	0.66	0.033	0.06
0.031	0.057	0.032	0.061	0.025	0.022	0.048	0.32	0.006	0.05	1.9	0	0.542	0.033	0.06
0.704	0.068	0.04	0.152	0.042	0.021	0.231	0.171	0.146	0.17	0.827	2	0.55	0.106	0.104
0.04	0.097	0.034	0.058	0.037	0.02	0.059	0.555	0.021	0.099	3.16	1	0.458	0.033	0.06
0.048	0.046	0.032	0.24	0.007	0.068	0.05	0.167	0.039	0.084	0.606	2	0.686	0.033	0.06
0.031	0.074	0.037	0.063	0.03	0.027	0.033	0.148	0.01	0.083	2.35	0	0.512	0.033	0.06
0.031	0.07	0.033	0.064	0.031	0.018	0.055	0.186	0.023	0.064	2.48	0	0.556	0.033	0.06
0.058	0.119	0.035	0.088	0.056	0.021	0.13	0.696	0.006	0.151	1.16	0	0.524	0.033	0.06
0.87	0.077	0.036	0.085	0.372	0.02	0.647	0.684	0.015	0.13	1.11	0	0.498	0.038	0
0.031	0.078	0.041	0.098	0.048	0.016	0.085	0.18	0.016	0.08	1.58	0	0.552	0.046	0.289
0.044	0.103	0.067	0.07	0.026	0.014	0.018	0.05	0.013	0.068	0.375	0	0.494	0.033	0.06
0.399	0.046	0.039	0.114	0.317	0.024	0.123	0.06	0.608	0.261	0.315	0	0.57	0.269	0.146
0.035	0.081	0.032	0.06	0.026	0.014	0.056	0.026	0.012	0.075	1.65	0	0.502	0.083	0.06
0.031	0.078	0.032	0.056	0.022	0.018	0.036	0.639	0.019	0.11	2.72	0	0.576	0.033	0.06
0.033	0.102	0.037	0.121	0.033	0.017	0.061	1.05	0.013	0.12	2.07	0	0.62	0.048	0.06
0.031	0.103	0.032	0.07	0.025	0.018	0.028	3.03	0.017	0.172	1.6	0	0.49	0.033	0.06
0.177	0.134	0.035	0.165	0.249	0.035	0.2	2.05	0.032	0.104	3.03	0	0.522	0.068	0.06
0.034	0.071	0.034	0.067	0.033	0.028	0.037	1.39	0.023	0.162	4.6	0	0.484	0.044	0.06
0.031	0.087	0.033	0.044	0.008	0.024	0.023	0.067	0.008	0.061	1.3	0	0.508	0.033	0.06
0.328	0.063	0.034	0.42	0.155	0.015	0.468	0.104	0.062	0.204	0.487	0	0.642	0.055	0.06
0.031	0.083	0.034	0.121	0.024	0.024	0.074	0.912	0.029	0.06	1.14	0	0.584	0.033	0.06
0.031	0.075	0.036	0.044	0.038	0.03	0.062	0.47	0.015	0.116	1.44	0	0.482	0.033	0.06
0.04	0.061	0.036	0.044	0.025	0.018	0.014	0.052	0.01	0.106	0.732	0	0.478	0.038	0.06
0.031	0.046	0.038	0.044	0.013	0.027	0.018	0.022	0.01	0.06	2.88	0	0.478	0.04	0
0.031	0.046	0.044	0.05	0.008	0.019	0.01	0.407	0.023	0.073	1.75	0	0.478	0.038	0.06
0	0.046	0.032	0.044	0.018	0.024	0.018	0.408	0.014	0.075	2.18	0	0.46	0.033	0
0.033	0.08	0.057	0.044	0.025	0.028	0.01	0.294	0.012	0.068	2.32	0	0.474	0.047	0.06
0.041	0.134	0.041	0.079	0.04	0.023	0.081	4.2	0.008	0.106	2.54	0	0.526	0.046	0.06
0.033	0.077	0.035	0.203	0.074	0.014	0.081	0.122	0.037	0.209	0.945	3	0.644	0.047	0.06
0.036	0.058	0.038	0.054	0.025	0.04	0.064	0	0.026	0.084	1.49	0	0.48	0.042	0.06
0.036	0.064	0.032	0.089	0.021	0.021	0.062	0.605	0.022	0.08	1.19	0	0.564	0.033	0.06
0	0	0	0	0	0	0.005	3.26	0	0.063	0.282	0	0.426	0	0
0.031	0.072	0.034	0.044	0.015	0.014	0.031	1.1	0.039	0.286	1.52	0	0.426	0.073	0.06
0.033	0.164	0.032	0.044	0.015	0.014	0.039	1.44	0.024	0.09	0.733	4	0.622	0.041	0.06
0.984	0.063	0	0.127	0.54	0.014	0.442	0.6	0.246	0.057	1.76	7	0.792	0.033	0
0.031	0.098	0.037	0.098	0.018	0.016	0.055	0.494	0.018	0.05	0.892	2	0.592	0.033	0.06
0.806	0.046	0.032	0.14	0.742	0.018	0.672	0.206	0.153	0.399	0.239	3	0.686	0.061	0.083
0.031	0.046	0.033	0.044	0.022	0.026	0.03	0.147	0.013	0	3.01	2	0.462	0.04	0.06
0.353	0.054	0.037	0.469	0.3	0.026	0.29	0.178	0.391	0.142	0.675	1	0.606	0.154	0.096
0.533	0.046	0.045	0.101	0.369	0.033	0.701	0.319	0.056	0.068	0.567	0	0.556	0.036	0.06
1.2	0.046	0.048	0.092	0.914	0.03	1.21	1.4	0.183	0.43	1.05	1	0.57	0.196	0.1
0.031	0.07	0.032	0.183	0.03	0.022	0.081	2.33	0.018	0.067	2.46	0	0.634	0.048	0.06
0	0.072	0.032	0.059	0.031	0.021	0.036	5.98	0.007	0.086	1.73	0	0.466	0.043	0.06
0.052	0.096	0.045	0.262	0.056	0.021	0.104	3.08	0.02	0.079	0.691	1	0.61	0.042	0.06
0.073	0.096	0.043	0.184	0.078	0.022	0.112	2.1	0.021	0.089	0.941	1	0.52	0.033	0.06
0.071	0.064	0.034	0.072	0.037	0.032	0.067	0.27	0.013	0.06	1.95	4	0.568	0.033	0.06
0.044	0.116	0.039	0.084	0.007	0.021	0.047	1.07	0.028	0.063	0.971	1	0.63	0.033	0
0.979	0.046	0.034	0.087	0.237	0.017	0.543	0.303	0.058	0.088	0.492	0	0.576	0.064	0.07
0.031	0.054	0.036	0.044	0.013	0.014	0.01	0.194	0.007	0.087	0.988	0	0.506	0.049	0
0.038	0.046	0.032	0	0.023	0.03	0.01	0.054	0.01	0.125	2.1	0	0.402	0.033	0.085
0.031	0.046	0.038	0.044	0.019	0.017	0.014	0.068	0.004	0	3.21	0	0.476	0.033	0.06
0.031	0.046	0.036	0.069	0.038	0.021	0.01	0.116	0.02	0.161	1.69	3	0.63	0.033	0.06
0.031	0.073	0.032	0.145	0.063	0.017	0.023	0.176	0.007	0.097	0.793	0	0.44	0.036	0.06
0.031	0.056	0.039	0.044	0.022	0.016	0.018	0.315	0.01	0.063	0.311	0	0.426	0.043	0.06
0	0.088	0.038	0.083	0.007	0.014	0.032	0.24	0.011	0.079	1.37	0	0.568	0.033	0.06
0.031	0.046	0.044	0.044	0.027	0.021	0.018	0.587	0.017	0.063	0.648	0	0.41	0.042	0.068
0.033	0.046	0.039	0.06	0.086	0.024	0.031	1.1	0.016	0.122	1.05	0	0.376	0.048	0.06
0.033	0.061	0.037	0.044	0.014	0.038	0.051	0.016	0.011	0.127	1.48	1	0.562	0.038	0.06
0.031	0.098	0.037	0.066	0.04	0.021	0.031	0.355	0.027	0.076	4.48	2	0.498	0.065	0.06
0.045	0.061	0.032	0.044	0.015	0.017	0.018	0.425	0.009	0.055	0.327	0	0.396	0.06	0.094
0.047	0.055	0.037	0.044	0.028	0.025	0.01	0.016	0.015	0.15	0.291	0	0.37	0.046	0.06
0.077	0.091	0.041	0.066	0.067	0.039	0.085	2.02	0.013	0.077	0.33	0	0.398	0.047	0.083
0.985	0.073	0.044	0.086	0.194	0.028	0.39	0.894	0.036	0.234	3.67	0	0.444	0.064	0.084
0.034	0.097	0.032	0.044	0.038	0.018	0.045	1.78	0.008	0.064	1.52	0	0.39	0.049	0.06
0.749	0.101	0.032	0.135	0.337	0.02	0.414	0.065	0.312	0.219	0.805	2	0.676	0.108	0.06
0.165	0.046	0.032	0.127	0.08	0.014	0.087	0.016	0.02	0.074	3.13	0	0.526	0.033	0.06
0.035	0.071	0.037	0.044	0.035	0.021	0.052	2.68	0.019	0.208	0.955	0	0.488	0.048	0.06
0.06	0.097	0.033	0.064	0.034	0.021	0.057	0.054	0.011	0.068	1.28	0	0.518	0.052	0.06
0.058	0.053	0.068	0	0.02	0.017	0.005	0.138	0.009	0.079	0.239	0	0.426	0.038	0.06
0.038	0.046	0.05	0	0.034	0.02	0.005	0.022	0.008	0.05	0.419	0	0.322	0.039	0.06
0.031	0	0.032	0.132	0.025	0	0.018	0.065	0.017	0.059	1.86	0	0.488	0.033	0.06
0.031	0.068	0.04	0.136	0.02	0.035	0.097	0.028	0.027	0.085	0.788	0	0.588	0.176	0.122
0.189	0.075	0.043	0.105	0.082	0.025	0.355	14.5	0.012	0.097	1.12	0	0.52	0.033	0.072
0.04	0.083	0.039	0.158	0.018	0.014	0.066	0.546	0.017	0.064	0.78	3	0.626	0.033	0.082
0.031	0.097	0.033	0.098	0.015	0.019	0.079	0.735	0.023	0.05	3.44	2	0.624	0.04	0.146
0.839	0.046	0.036	0.102	0.423	0.029	0.497	0.141	1.26	0.559	0.969	0	0.612	0.104	0.066
0.038	0.131	0.037	0.163	0.093	0.026	0.221	22.9	0.204	0.088	0.783	3	0.574	0.075	0.068
0.034	0.094	0.039	0.054	0.024	0.021	0.043	0.511	0.011	0.104	1	0	0.48	0.033	0.06
0.046	0.073	0.034	0.194	0.028	0.026	0.164	0.602	0.013	0.076	0.497	1	0.588	0.033	0.06
0.038	0.148	0.039	0.054	0.025	0.018	0.08	5.43	0.013	0.253	1.84	0	0.484	0.042	0.083
0.031	0.099	0.032	0.19	0.031	0.018	0.076	1.58	0.037	0.078	2.24	0	0.646	0.184	0.06
0.034	0.061	0.036	0.044	0.035	0.021	0.056	0.026	0.037	0.05	0.843	3	0.536	0.033	0.06
0.249	0.059	0.041	0.191	0.302	0.024	0.573	0.087	0.156	0.076	1.24	8	0.594	0.052	0.06
0.031	0.046	0.036	0.088	0.015	0.017	0.039	0.22	0.019	0.099	1.03	0	0.626	0.033	0.06
0.066	0.066	0.042	0.329	0.097	0.033	0.134	0.087	0.469	0.141	1.01	1	0.572	0.067	0.077
0.031	0.082	0.035	0.129	0.081	0.026	0.098	0.045	0.013	0.091	2.21	0	0.522	0.064	0.06
0.064	0.08	0.044	0.044	0.008	0.031	0.01	0.016	0.014	0.09	0.785	0	0.464	0.039	0.06
0.033	0.046	0.073	0.044	0.045	0.018	0.01	0.082	0.012	0.052	0.654	0	0.392	0.033	0.06
0.035	0.046	0.041	0.044	0.015	0.025	0.005	0.075	0.012	0	0.148	0	0.368	0.037	0.118
0.041	0.068	0.079	0.044	0.032	0.025	0.021	0.112	0.011	0.094	0.337	0	0.45	0.037	0
0.044	0.046	0.033	0.05	0.024	0.018	0.026	0.053	0.017	0.067	1.44	0	0.444	0.033	0.06
0.076	0.046	0.051	0.158	0.19	0.022	0.086	0.343	0.016	0.114	2.26	0	0.484	0.044	0.077
0.031	0.057	0.032	0.051	0.059	0.014	0.038	0.315	0.02	0.202	1.67	0	0.518	0.044	0.06
0.031	0.13	0.032	0.079	0.029	0.021	0.079	1.49	0.016	0.086	0.532	1	0.6	0.033	0.06
0.031	0.06	0	0.059	0.031	0.029	0.023	0.536	0.013	0.05	1.27	0	0.578	0.033	0
0.056	0.11	0.032	0.074	0.011	0.026	0.051	0.488	0.013	0.05	1.21	0	0.568	0.04	0.06
1.22	0.115	0.038	0.161	0.737	0.039	1.05	10.6	0.581	0.289	0.886	0	0.602	0.101	0.094
0.448	0.046	0.054	0.091	0.319	0.017	0.466	2.4	0.083	0.325	1.83	0	0.534	0.058	0.06
0.031	0.05	0.046	0.044	0.047	0.019	0.094	3.53	0.019	0.189	0.512	0	0.516	0.033	0
0.059	0.073	0.036	0.283	0.214	0.017	0.169	0.072	0.266	0.145	2.5	0	0.598	0.072	0.068
0.713	0.046	0.034	0.127	0.696	0.014	0.492	0.216	0.505	0.647	7.08	9	0.68	0.113	0.06
0.031	0.086	0.032	0.064	0.035	0.014	0.062	1.69	0.014	0.057	1.21	0	0.602	0.052	0.111
0.031	0.064	0.032	0.044	0.037	0.018	0.035	0.024	0.008	0.071	1.84	0	0.498	0.062	0
0.031	0.059	0.054	0.068	0.031	0.026	0.062	1.63	0.027	0.05	1.21	0	0.514	0.038	0.077
0.031	0.118	0.033	0.051	0.026	0.028	0.036	0.997	0.011	0.086	0.874	0	0.52	0.033	0.06
0	0.077	0.035	0.059	0.017	0.017	0.031	2.39	0.013	0.104	0.737	0	0.486	0.037	0.06
0.031	0.067	0.033	0.059	0.026	0.02	0.05	0.468	0.008	0.05	1.76	0	0.5	0.046	0
0.049	0.053	0.033	0.173	0.207	0.024	0.221	0.498	0.123	0.148	1.53	4	0.578	0.284	0.088
0.044	0.104	0.04	0.571	0.044	0.027	0.279	232	0.025	0.287	1.09	1	0.636	0.033	0
0.031	0.091	0.034	0.235	0.014	0.014	0.053	0.155	0.015	0.115	2.67	2	0.694	0.033	0.06
0.044	0.046	0.032	0.044	0.023	0.018	0.044	0.081	0.007	0.05	2.21	0	0.514	0.033	0.06
0.527	0.115	0.035	0.174	0.089	0.035	0.297	1.46	0.707	0.344	0.306	0	0.612	0.696	0.701
0.78	0.057	0.041	0.165	0.169	0.018	0.49	4.49	0.083	0.136	0.322	0	0.496	0.046	0.081
0.034	0.046	0.032	0.044	0.016	0.016	0.027	0.243	0.009	0.147	1.91	0	0.514	0.036	0.06
0.846	0.06	0.039	0.293	0.694	0.028	1.08	0.783	0.113	0.095	2.03	2	0.638	0.045	0.06
0.057	0.086	0.033	0.216	0.015	0.019	0.078	0.51	0.017	0.052	0.765	0	0.568	0.045	0.06
0	0	0.032	0.101	0.027	0.024	0.018	0.273	0.022	0.06	1.13	0	0.492	0.045	0.094
0.034	0.046	0.032	0.065	0.033	0.025	0.066	0.161	0.02	0.17	1.11	0	0.514	0.046	0.06
0.032	0.067	0.032	0.044	0.037	0.017	0.065	0.219	0.031	0.074	2.66	0	0.518	0.033	0.06
1.33	0	0.033	0.188	0.478	0.017	1.07	1.48	0.181	0.152	2.82	3	0.656	0.068	0.073
0.035	0.126	0.032	0.078	0.033	0.024	0.057	0.433	0.022	0.113	2.72	1	0.588	0.033	0.06
0.035	0.076	0.032	0.057	0.014	0.023	0.029	7.44	0.011	1.17	1.39	7	0.55	0.046	0.06
0.033	0.046	0.032	0.075	0.027	0.019	0.054	0	0.012	0.05	1.74	0	0.478	0.048	0.094
0.031	0.102	0.046	0.073	0.026	0.022	0.03	0.047	0.014	0.05	1.21	0	0.47	0.052	0.06
0.599	0.097	0.036	0.116	0.867	0.031	0.64	0.097	1.14	0.143	0.45	1	0.612	0.116	0.234
0.031	0.046	0.033	0.264	0.018	0.019	0.11	0.016	0.03	0	0.521	8	0.614	0.033	0.06
0.033	0.099	0.038	0.044	0.027	0.018	0.082	0.397	0.011	0.056	1.54	0	0.522	0.033	0.094
0.499	0.046	0.042	0.07	0.354	0.024	0.606	0.09	0.754	0.563	0.763	1	0.64	0.079	0.06
0.038	0.06	0.057	0.073	0.021	0.017	0.014	0.266	0.01	0.078	0.653	0	0.416	0.033	0.06
0.735	0.046	0.035	0.1	0.878	0.023	0.709	0.102	0.317	0.4	0.279	0	0.532	0.058	0.07
0.718	0.046	0.036	0.096	0.064	0.019	0.15	0.304	0.018	0.092	3.61	1	0.502	0.06	0.06
0.05	0.085	0.068	0.044	0.023	0.03	0.005	0.126	0.006	0.15	0.196	0	0.418	0.037	0.06
0.343	0.046	0.039	0.127	0.073	0.02	0.047	0.151	0.239	0.065	1.54	0	0.552	0.054	0.077
0	0.054	0.05	0.044	0.012	0.014	0.012	0.329	0.009	0.168	1.22	0	0.4	0.037	0.06
0.088	0.09	0.032	0.056	0.039	0.018	0.033	0.512	0.025	0.055	2.26	0	0.482	0.037	0.06
0.031	0.065	0.04	0.053	0.024	0.024	0.063	0.36	0.006	0.126	0.117	0	0.524	0.041	0.162
0.031	0.144	0.036	0.049	0.017	0.02	0.061	0.311	0.005	0.05	1.47	0	0.49	0.033	0.06
0.034	0.046	0.041	0	0.007	0.027	0.01	0.141	0.008	0.072	1.33	0	0.456	0.04	0
0.031	0.075	0.032	0.095	0.022	0.016	0.034	1.41	0.014	0.089	1.78	4	0.552	0.033	0.06
0.031	0.076	0.042	0.063	0.02	0.017	0.019	0.68	0.013	0.061	0.642	0	0.474	0.043	0.06
0.041	0.128	0.039	0.066	0.049	0.016	0.09	0.695	0.012	0.08	0.816	0	0.554	0.033	0.085
0.114	0	0.038	0.352	0.025	0.018	0.095	0.016	0.399	0.101	0.905	0	0.64	0.082	0.101
0.301	0.076	0.032	0.209	0.072	0.021	0.267	0.922	0.018	0.05	2	2	0.582	0.051	0.06
0.031	0.046	0.032	0.044	0.051	0.018	0.047	0.016	0.017	0.05	0.801	0	0.528	0.033	0.077
0.038	0.069	0.04	0.049	0.036	0.02	0.06	0.194	0.014	0.098	1.2	0	0.498	0.056	0.06
0.13	0.046	0.036	0.619	0.431	0.017	0.193	0.263	0.167	0.291	2.01	0	0.68	0.357	0.154
0	0.133	0.036	0.099	0.015	0.014	0.056	1.92	0.018	0.076	0.526	0	0.672	0.033	0.06
0.041	0.046	0.044	0.053	0.035	0.015	0.05	0.206	0.032	0.068	2.17	2	0.54	0.033	0.077
0.031	0.054	0.056	0.044	0.026	0.021	0.01	0.082	0.012	0.054	2.42	0	0.48	0.033	0.077
0.031	0	0.046	0.044	0.008	0.016	0.005	0.07	0.007	0.059	1.32	0	0.472	0.033	0
0.031	0.052	0.056	0.044	0.007	0.018	0.021	0.068	0.012	0	0.84	0	0.496	0.037	0.06
0.034	0.073	0.036	0.044	0.018	0.026	0.01	0.095	0.009	0.077	0.285	0	0.402	0.033	0.06
1.35	0.117	0.036	0.063	0.5	0.02	0.658	1.37	0.028	0.32	0.621	0	0.518	0.086	0.072
0.031	0.068	0.032	0.044	0.018	0.023	0.034	0.971	0.007	0.063	1.38	0	0.482	0.033	0
0.038	0.13	0.034	0.044	0.025	0.015	0.038	0.232	0.011	0.16	0.406	1	0.504	0.033	0.06
0.515	0.046	0.036	0.121	1.1	0.024	0.397	0.158	1.11	0.301	3.51	2	0.658	0.063	0.077
0.033	0.08	0.037	0.052	0.036	0.03	0.026	0.482	0.004	0.059	0.868	0	0.412	0.046	0.06
0.933	0.046	0.046	0.11	0.342	0.024	0.671	0.097	0.249	0.178	1.16	1	0.562	0.12	0.094
0.034	0.046	0.032	0.044	0.016	0.014	0.032	0.458	0.009	0	0.607	0	0.42	0.033	0.073
0.031	0.077	0.039	0.044	0.025	0.016	0.041	0.829	0.015	0	1.06	0	0.466	0.033	0
0.595	0	0.032	0.167	0.72	0.015	0.521	0.405	2.5	0.325	0.405	2	0.72	0.072	0.087
0.062	0.057	0.034	0.054	0.04	0.018	0.029	0.865	0.012	0.095	1.78	0	0.42	0.037	0.06
0.046	0.154	0.033	0.044	0.023	0.023	0.044	0.704	0.013	0.085	0.535	0	0.444	0.039	0.073
0.04	0.08	0.034	0.044	0.037	0.017	0.022	5.18	0.012	0.097	0.864	0	0.42	0.033	0.06
0.045	0.095	0.066	0.044	0.025	0.014	0.01	0.175	0.007	0.05	0.347	0	0.448	0.039	0.073
0.031	0.061	0.077	0	0.018	0.033	0.01	0.171	0.006	0.059	1.18	0	0.46	0.033	0.06
0.031	0.046	0.038	0	0.022	0.014	0.005	0.17	0.014	0.054	1.51	0	0.408	0.033	0.089
0.031	0.066	0.032	0.094	0.024	0.017	0.065	0.044	0.024	0.106	0.279	1	0.588	0.05	0.077
0.035	0.046	0.032	0.044	0.016	0.019	0.044	0.051	0.019	0.228	2.51	1	0.488	0.037	0.06
0.038	0.084	0.034	0.076	0.021	0.016	0.05	0.789	0.014	0.106	0.491	0	0.522	0.033	0.085
0.043	0.118	0.041	0.066	0.063	0.029	0.074	0.112	0.018	0.274	0.41	0	0.542	0.039	0.06
0.032	0.13	0.034	0.044	0.047	0.019	0.068	4.36	0.009	0.139	0.301	0	0.392	0.047	0.06
0.031	0.079	0.044	0.044	0.019	0.02	0.034	0.635	0.015	0.093	0.289	0	0.4	0.036	0.06
0.08	0.058	0.042	0.057	0.024	0.022	0.005	0.596	0.011	0.05	0.621	0	0.266	0.042	0.06
1.04	0	0	0.064	0.498	0.014	0.467	0.221	0.441	0.205	2.25	5	0.794	0.048	0.06
0.031	0.09	0.062	0.044	0.033	0.026	0.026	0.035	0.013	0.127	0.489	0	0.45	0.033	0.06
0.23	0.046	0.036	0.066	0.362	0.028	0.281	0.046	0.732	0.206	0.191	0	0.566	0.114	0.14
0.679	0.046	0.042	0.201	0.313	0.02	0.355	0.133	0.539	0.097	1.68	5	0.782	0.149	0.072
0.488	0.046	0.032	0.193	0.06	0.029	0.44	0.5	0.077	0.132	0.271	5	0.588	0.077	0.108
0.05	0.114	0.034	0.064	0.018	0.022	0.057	1.47	0.009	0.167	0.071	0	0.578	0.04	0.06
0.044	0.046	0.032	0.044	0.056	0.024	0.038	1.59	0.011	0.214	1.11	0	0.426	0.033	0.06
0.033	0.079	0.034	0.044	0.037	0.024	0.04	0.955	0.02	0.219	0.795	0	0.438	0.033	0.06
0.031	0.076	0.034	0.044	0.058	0.018	0.058	1.16	0.013	0.087	0.302	0	0.43	0.105	0.06
0.031	0.072	0.032	0.062	0.06	0.019	0.029	1.47	0.007	0.189	1.69	0	0.43	0.044	0
0.046	0.068	0.038	0.113	0.057	0.021	0.034	2.04	0.01	0.071	0.997	0	0.398	0.033	0.178
0.036	0.046	0.033	0.044	0.023	0.019	0.028	0.116	0.012	0.062	0.599	0	0.418	0.033	0.073
0.2	0.046	0.035	0.044	0.226	0.024	0.038	0.67	0.019	0.08	0.083	0	0.258	0.054	0.077
0.038	0.052	0.035	0.044	0.018	0.043	0.031	0.308	0.014	0.05	0.369	0	0.472	0.033	0.068
0.031	0.057	0.032	0.044	0.041	0.025	0.01	0.272	0.012	0.065	0.571	0	0.414	0.033	0.06
0.037	0.09	0.033	0.044	0.027	0.017	0.079	0.213	0.009	0.077	0.37	0	0.54	0.033	0.06
0.048	0.046	0.032	0.05	0.024	0.025	0.04	0.074	0.012	0.075	1.26	0	0.408	0.044	0.07
0.637	0.046	0.032	0.445	1.05	0.014	0.768	0.228	0.233	0.114	0.448	7	0.722	0.078	0.06
0.031	0.083	0.032	0.044	0.024	0.027	0.005	3.83	0.009	0.102	0.661	0	0.4	0.036	0.06
0.031	0.065	0.04	0.054	0.033	0.024	0.068	0.25	0.008	0.092	0.419	0	0.444	0.038	0.06
0.042	0.06	0.05	0.044	0.039	0.023	0.04	0.302	0.01	0.087	1.81	0	0.384	0.033	0.06
0.033	0.078	0.032	0	0.047	0.024	0.018	0.476	0.013	0.084	0.228	0	0.436	0.033	0.06
0.031	0.046	0.037	0.044	0.05	0.027	0.026	0.028	0.017	0.197	0.187	0	0.434	0.036	0.06
1.23	0	0.033	0.114	0.96	0.019	1.12	0.478	0.425	0.4	1.26	4	0.65	0.068	0.092
1.44	0.051	0.033	0.089	1.14	0.017	1.54	0.544	0.158	0.128	4.71	2	0.666	0.056	0.067
0.033	0.082	0.039	0.067	0.062	0.028	0.098	2.47	0.01	0.116	1.29	0	0.444	0.036	0.073
0.065	0.081	0.036	0.078	0.131	0.022	0.046	2.46	0.028	0.074	1.15	0	0.446	0.046	0.07
0.058	0.073	0.043	0.116	0.279	0.023	0.021	2.49	0.04	0.068	1.52	0	0.374	0.058	0.06
1.23	0.053	0.033	0.089	0.746	0.014	0.85	0.296	0.372	0.137	0.43	3	0.65	0.122	0.075
0.036	0.056	0.038	0.104	0.189	0.02	0.104	0.767	0.025	0.291	1.29	0	0.454	0.039	0.093
0.044	0.054	0.033	0.044	0.023	0.026	0.032	0.803	0.008	0.066	1.13	0	0.42	0.048	0.06
0.034	0.059	0.033	0	0.052	0.03	0.045	0.711	0.014	0.157	1.15	0	0.388	0.051	0.103
0.044	0.187	0.034	0.078	0.026	0.02	0.062	1.4	0.017	0.074	1.78	0	0.624	0.033	0
0.55	0.046	0.032	0.096	0.767	0.037	0.243	0.177	0.391	1.29	1.01	0	0.49	0.125	0.292
0.044	0.046	0.042	0.094	0.898	0.029	0.117	0.295	0.343	0.232	0.882	0	0.434	0.06	0.06
0.041	0.046	0.034	0.098	0.625	0.022	0.073	0.29	0.376	0.226	1.02	0	0.46	0.048	0.06
0.035	0.096	0.036	0.158	0.025	0.024	0.089	0.236	0.016	0.083	0.463	0	0.528	0.06	0.06
