H3K4me3	H3K36me3	H3K9me3	H3K4me1	H3K27ac	H3K27me3	H3K9ac	RNAseq	DNase	GROseq	deepRloop	RLFS	GC	CTCF	RAD21
0.031	0.046	0.041	0	0.012	0.048	0.049	0	0.016	0	0.54	0	0.516	0.038	0
0.055	0.046	0.04	0.044	0.008	0.022	0.031	0	0.01	0	0.083	0	0.44	0.064	0
0.041	0.083	0.034	0	0.027	0.025	0.032	0	0.016	0	0.135	0	0.488	0.038	0.146
0.033	0.064	0.044	0	0.024	0.023	0.014	0	0.015	0	0.082	0	0.436	0.033	0.06
0.034	0.046	0.047	0.044	0.026	0.017	0.005	0	0.011	0	0.119	0	0.392	0.046	0.06
0.035	0.074	0.037	0.044	0.046	0.043	0.028	0	0.015	0	0.077	0	0.476	0.033	0.06
0.038	0	0.032	0.099	0.016	0.095	0.028	0	0.028	0	0.343	0	0.502	0.033	0.06
0.057	0.053	0.039	0.062	0.112	0.028	0.089	0	0.067	0	0.274	0	0.5	0.042	0.06
0.031	0.064	0.032	0.1	0.012	0.042	0.033	0	0.014	0	0.159	0	0.58	0.033	0.06
0	0.046	0.032	0	0.02	0.03	0.01	0.06	0.009	0.073	2.23	0	0.428	0.033	0
0.031	0.101	0.032	0	0.007	0.019	0.028	0	0.01	0	1.2	0	0.494	0.048	0.06
0.035	0.046	0	0.044	0.033	0.018	0.028	0.14	0.009	0.061	1.43	0	0.448	0.06	0.06
0.031	0.053	0.038	0.049	0.018	0.021	0.02	0.808	0.008	0	1.9	0	0.45	0.033	0.06
0.031	0.046	0.034	0.044	0.03	0.027	0.064	0	0.015	0	0.279	0	0.524	0.033	0.06
0.038	0.053	0.043	0.054	0.021	0.026	0.02	0.032	0.012	0.05	0.542	0	0.368	0.048	0.06
0.031	0	0.032	0.044	0.041	0.014	0.018	0.144	0.01	0.05	0.849	0	0.434	0.033	0.06
0.034	0.046	0.039	0.044	0.028	0.024	0.021	0	0.008	0	0.108	0	0.56	0.033	0.06
0.031	0.046	0.032	0.059	0.007	0.033	0.01	0	0.009	0	0.395	0	0.408	0	0
0.033	0.057	0.041	0.044	0.022	0.044	0.02	0	0.008	0	1.35	0	0.45	0.033	0.06
0.036	0.046	0.032	0.044	0.02	0.047	0.01	0	0.008	0	0.116	0	0.452	0.033	0
0.031	0.046	0.034	0	0.03	0.02	0.005	0	0.008	0	0.452	0	0.458	0.033	0.06
0.034	0.046	0.035	0.044	0.02	0.014	0.005	0	0.008	0	0.132	0	0.39	0.033	0.06
0.035	0.046	0.034	0.044	0	0.014	0.01	0	0.009	0.076	1.55	0	0.476	0.033	0
0	0	0.038	0.044	0.025	0.021	0.005	0	0.007	0.05	0.251	0	0.308	0.033	0.06
0.031	0.046	0.038	0.07	0.007	0.015	0.005	0	0.007	0	0.625	0	0.356	0.033	0.06
0.031	0.046	0.042	0	0.019	0.019	0.005	0	0.009	0	0.105	0	0.39	0.033	0.06
0.042	0.046	0.032	0	0.013	0.028	0.023	0.042	0.01	0	1.05	0	0.456	0.033	0.06
0.031	0.046	0.034	0	0.026	0.016	0.03	0.068	0.01	0.05	0.117	0	0.464	0.04	0.082
0.031	0	0.036	0	0.03	0.047	0.023	0	0.006	0	0.903	0	0.438	0.033	0.06
0.035	0.046	0	0.062	0.023	0.024	0.05	0	0.219	0.059	0.215	0	0.484	0.113	0.073
0.031	0.046	0.035	0.044	0.007	0.045	0.014	0.024	0.011	0	0.209	0	0.474	0.033	0.06
0.031	0.046	0	0.044	0.008	0.033	0.031	0	0.01	0	0.445	3	0.624	0.033	0.085
0.042	0.046	0.042	0.048	0.007	0.07	0.041	0	0.013	0	0.318	3	0.6	0.033	0
0.031	0.046	0.045	0	0.028	0.043	0.005	0	0.01	0.05	0.843	0	0.458	0.033	0
0.031	0.046	0.032	0	0.016	0.036	0.026	0	0.01	0	0.282	0	0.466	0.033	0.06
0.031	0	0.032	0.044	0.014	0.034	0.035	0	0.011	0	0.238	2	0.584	0.04	0.06
0.031	0.046	0.032	0.091	0.007	0.021	0.005	0.149	0.009	0	0.598	0	0.342	0.033	0
0.031	0.073	0.033	0.044	0.013	0.02	0.014	0	0.006	0	0.159	0	0.414	0.033	0.06
0.031	0.046	0.032	0.044	0.007	0.025	0.024	0	0.012	0	0.185	0	0.546	0.033	0.06
0.031	0.046	0.038	0.044	0.016	0.03	0.005	0	0.01	0	0.17	0	0.414	0.05	0.06
0.031	0.065	0.032	0.044	0.028	0.028	0.024	0	0.009	0	0.149	0	0.464	0.036	0.149
0.031	0.046	0.042	0.044	0.011	0.023	0.005	0	0.008	0	0.276	0	0.35	0.04	0.06
0	0.068	0.037	0.066	0.007	0.043	0.038	0	0.011	0	0.684	0	0.544	0.033	0.06
0.048	0.046	0.039	0.044	0.019	0.022	0.005	0	0.013	0	0.067	0	0.356	0.033	0.06
0.031	0.052	0.035	0.044	0.017	0.026	0.014	0	0.009	0	0.716	0	0.41	0.04	0.06
0.062	0.054	0.044	0.044	0.034	0.018	0.014	0	0.008	0	0.043	0	0.42	0.033	0
0.086	0.046	0.034	0	0.024	0.021	0.005	0	0.007	0	0.044	0	0.338	0.036	0.06
0.031	0.06	0.042	0.044	0.02	0.021	0.014	0	0.01	0	0.431	0	0.372	0.033	0.077
0.034	0	0.033	0	0.022	0.014	0.005	0	0.01	0	0.057	0	0.306	0.043	0.06
0.031	0.101	0.038	0	0.032	0.016	0.005	0	0.011	0	0.091	0	0.384	0.033	0.073
0.044	0	0.034	0.051	0.027	0.017	0.005	0	0.008	0	0.052	0	0.308	0.033	0.06
0.031	0.057	0.047	0.044	0.015	0.026	0.01	0	0.012	0	0.128	0	0.416	0.046	0.06
0.031	0	0.036	0.044	0.04	0.023	0.005	0	0.007	0	0.21	0	0.278	0.033	0
0.031	0.063	0.044	0.044	0.007	0.026	0.015	0	0.008	0	0.064	0	0.456	0.037	0.06
0.038	0.046	0.036	0.044	0.017	0.03	0.014	0.016	0.008	0	0.132	0	0.336	0.054	0.06
0.031	0.046	0.047	0	0.03	0.019	0.01	0	0.01	0	0.172	0	0.384	0.055	0
0.042	0.053	0.036	0	0.021	0.145	0.051	0	0.024	0	0.086	0	0.508	0.037	0.095
0.052	0.104	0.038	0.054	0.042	0.027	0.042	1.69	0.013	0.068	1.16	0	0.394	0.041	0.07
0.043	0.082	0.032	0	0.03	0.041	0.037	0	0.013	0	0.106	0	0.438	0.039	0.06
0.048	0.046	0.045	0.052	0.022	0.082	0.005	0.016	0.015	0.05	0.142	0	0.394	0.053	0.073
0.04	0.046	0.037	0.044	0.039	0.062	0.005	0.016	0.006	0.05	1.51	0	0.278	0.043	0.073
0.038	0	0.043	0.054	0.048	0.026	0.005	0.581	0.011	0.057	0.235	0	0.3	0.036	0.07
0.039	0.053	0.044	0.067	0.044	0.03	0.02	0.277	0.01	0.05	0.4	0	0.35	0.052	0.06
0.036	0.046	0.039	0	0.008	0.026	0.005	0	0.007	0	0.928	0	0.44	0.033	0
0.033	0.064	0.054	0	0.019	0.019	0.01	0	0.009	0	0.05	0	0.358	0.033	0
0.032	0.046	0.04	0.05	0.026	0.029	0.014	0	0.01	0	0.05	0	0.382	0.06	0.06
0.031	0.046	0.042	0.044	0.028	0.026	0.036	0	0.013	0	0.076	0	0.424	0.033	0.06
0.035	0.053	0.04	0.044	0.029	0.031	0.014	0.046	0.011	0.05	0.161	0	0.396	0.054	0.068
0.038	0.052	0.047	0.044	0.028	0.022	0.005	0	0.007	0	0.183	0	0.354	0	0.06
0.047	0.046	0.044	0.044	0.033	0.023	0.005	0	0.008	0	0.225	0	0.288	0.049	0.06
0.038	0.046	0.058	0.044	0.019	0.022	0.005	0	0.01	0	0.524	0	0.436	0.033	0.06
0.037	0.06	0.045	0.044	0.029	0.019	0.028	0	0.007	0	0.088	0	0.47	0.043	0.06
0.033	0.046	0.036	0	0.014	0.015	0.021	0	0.014	0	0.102	0	0.426	0.033	0.06
0.038	0.046	0.039	0.044	0.015	0.043	0.019	0	0.019	0	0.463	0	0.456	0.075	0.06
0.06	0.064	0.035	0.082	0.197	0.03	0.054	0.07	0.045	0.117	0.463	0	0.37	0.053	0.06
0.033	0.054	0.035	0	0.038	0.017	0.005	0	0.008	0	0.05	0	0.412	0.044	0.06
0.038	0.046	0.047	0.044	0.011	0.021	0.005	0	0.007	0	0.351	0	0.386	0.053	0.089
0	0.046	0.039	0.044	0.018	0.017	0.005	0	0.008	0	0.176	0	0.326	0.043	0.06
0.046	0.046	0.033	0	0.022	0.028	0.005	0	0.005	0	0.067	0	0.37	0.042	0
0.044	0.082	0.046	0.044	0.03	0.017	0.014	0	0.008	0	0.108	0	0.316	0.038	0.06
0.031	0.053	0.036	0.044	0.027	0.024	0.018	0	0.013	0	0.094	0	0.404	0.033	0
0.031	0.057	0.044	0.044	0.027	0.019	0.014	0	0.011	0	0.563	0	0.41	0.039	0.077
0.042	0.046	0.036	0.044	0.022	0.032	0.005	0.016	0.009	0.05	0.081	0	0.348	0.033	0.06
0.031	0.046	0.034	0.044	0.029	0.028	0.014	0	0.009	0	0.335	0	0.344	0.044	0.06
0.04	0.046	0.044	0.044	0.025	0.024	0.005	0.016	0.008	0.05	0.767	0	0.42	0.033	0.06
0.037	0.064	0.038	0.044	0.018	0.018	0.005	0.042	0.008	0	0.311	0	0.348	0.037	0.066
0.044	0.046	0.04	0.044	0.007	0.025	0.01	0.043	0.013	0.05	1.45	0	0.352	0.054	0.06
0.047	0.046	0.032	0.044	0.024	0.057	0.023	0.068	0.016	0	0.466	0	0.368	0.044	0.146
0.036	0.046	0.038	0	0.033	0.031	0.005	0.016	0.007	0	0.048	0	0.342	0.041	0.06
0.031	0.046	0.049	0.044	0.021	0.022	0.036	0.022	0.008	0.05	0.086	0	0.404	0.033	0.077
0.043	0	0.053	0	0.016	0.029	0.005	0	0.006	0.067	0.184	0	0.318	0.039	0.06
0.031	0.046	0.041	0	0.022	0.021	0.019	0	0.006	0	0.945	0	0.422	0.033	0
0.038	0.051	0.036	0	0.023	0.025	0.023	0	0.016	0	0.125	0	0.476	0.033	0.06
0.035	0.072	0.033	0.044	0.026	0.059	0.028	0	0.018	0	0.184	0	0.458	0.033	0.06
0.04	0.12	0.034	0.078	0.008	0.06	0.06	0.129	0.031	0.05	0.552	0	0.564	0.041	0.082
0.036	0.057	0.037	0.044	0.015	0.04	0.051	0	0.018	0	0.065	0	0.47	0	0.082
0.039	0.076	0.039	0.044	0.033	0.035	0.023	0	0.007	0	0.088	0	0.47	0.047	0.097
0.031	0.067	0.037	0.044	0.039	0.02	0.005	0.909	0.011	0.082	0.343	0	0.292	0.041	0.06
0.044	0	0.032	0.044	0.007	0.039	0.005	0	0.009	0	0.115	0	0.392	0.037	0.066
0.042	0.046	0.032	0.044	0.011	0.021	0.014	0.375	0.006	0.067	0.411	0	0.304	0.052	0.06
0.034	0	0.037	0.044	0.007	0.022	0.014	0.016	0.007	0	0.299	0	0.42	0.033	0.06
0.031	0.046	0.032	0.044	0.008	0.014	0.014	0	0.005	0	0.06	0	0.414	0.033	0.089
0.048	0.046	0.032	0	0.008	0.022	0.014	0	0.007	0	0.108	0	0.448	0.033	0.094
0.031	0.059	0.032	0.088	0.016	0.024	0.011	0	0.008	0	0.083	0	0.394	0.033	0.06
0.037	0.046	0.035	0.044	0.007	0.026	0.014	0	0.008	0	0.053	0	0.412	0.033	0.06
0.038	0.046	0.036	0	0.007	0.021	0.005	0	0.008	0.05	0.383	0	0.396	0.033	0.06
0.031	0.046	0.034	0.044	0.007	0.015	0.024	0.077	0.004	0	0.328	0	0.416	0.033	0.06
0	0.046	0.032	0	0.016	0.044	0.005	0	0.007	0.084	0.467	0	0.288	0.033	0.06
0	0	0.039	0	0.026	0.029	0.005	0.016	0.007	0	0.259	0	0.27	0.033	0
0.031	0.046	0.034	0	0.019	0.026	0.012	0	0.007	0	0.159	0	0.38	0.033	0.06
0.053	0.046	0.032	0.044	0.019	0.014	0.01	0.021	0.009	0.053	0.117	0	0.428	0	0.06
0.031	0	0.039	0	0.02	0.035	0.019	0	0.007	0	0.094	0	0.39	0.033	0.06
0.031	0	0.053	0.044	0.054	0.055	0.005	0.048	0.008	0.05	0.179	0	0.312	0.038	0.077
0.031	0.046	0.032	0	0.015	0.022	0.005	0.176	0.004	0	0.069	0	0.36	0	0
0.031	0	0.032	0.044	0.018	0.015	0.005	0.184	0.005	0	0.049	0	0.258	0.033	0
0.031	0.046	0	0	0.024	0.028	0.07	0.225	0.01	0.05	0.534	0	0.5	0.05	0.06
0.035	0.046	0.032	0.044	0.011	0.033	0.01	0	0.008	0	0.254	0	0.39	0.033	0
0.035	0.046	0.034	0	0.007	0.023	0.028	0	0.005	0	0.441	0	0.488	0	0.06
0.031	0.046	0.032	0.044	0.02	0.03	0.019	0	0.009	0	0.157	0	0.41	0.033	0.06
0.031	0.046	0.039	0.044	0.007	0.033	0.01	0	0.007	0	0.178	0	0.436	0.064	0
0	0	0.036	0	0.015	0.019	0.01	0	0.005	0	0.068	0	0.32	0.039	0.082
0.031	0	0.036	0	0.016	0.015	0.005	0	0.008	0	0.295	0	0.344	0.033	0.06
0.031	0.046	0.032	0	0.013	0.026	0.019	0	0.005	0	0.038	0	0.44	0	0.06
0.031	0.046	0.032	0.044	0.019	0.016	0.005	0	0.008	0	0.141	0	0.344	0.033	0.06
0.031	0.046	0.046	0	0.014	0.035	0.01	0	0.005	0	0.049	0	0.39	0.033	0.06
0.059	0	0.037	0.044	0.028	0.034	0.005	0	0.007	0	0.228	0	0.39	0.033	0.06
0.035	0	0.032	0.044	0.007	0.03	0.01	0	0.009	0.095	0.729	0	0.504	0.039	0
0.031	0	0.032	0	0.011	0.018	0.01	0	0.006	0	0.183	0	0.37	0.039	0.06
0.031	0	0.034	0	0.018	0.048	0.005	0	0.009	0	0.14	0	0.406	0.033	0
0.031	0.046	0.032	0	0.013	0.014	0.005	0	0.011	0	0.048	0	0.36	0.033	0.06
0.031	0	0.039	0.044	0.024	0.014	0.005	0	0.006	0	0.092	0	0.362	0	0.06
0.031	0.046	0.032	0.044	0.013	0.017	0.042	0	0.005	0	0.578	0	0.424	0.033	0
0.048	0.046	0.032	0	0.018	0.018	0.01	0.218	0.006	0.084	0.805	0	0.378	0.04	0
0.035	0.046	0.033	0.044	0.023	0.033	0.005	0	0.008	0	0.182	0	0.336	0.033	0.06
0.031	0	0.032	0	0.014	0.026	0.019	0.016	0.008	0	0.111	0	0.47	0.033	0.06
0.031	0.046	0.038	0	0.015	0.021	0.005	0.016	0.005	0	0.19	0	0.344	0.033	0.06
0.031	0.046	0.041	0.044	0.022	0.019	0.005	0.026	0.007	0	0.059	0	0.376	0.033	0.06
0.054	0	0.032	0	0.026	0.017	0.005	0	0.004	0	0.044	0	0.386	0.038	0.06
0.031	0	0.032	0	0.007	0.018	0.005	0	0.005	0	0.025	0	0.294	0.049	0.06
0.031	0.046	0.032	0.051	0.02	0.021	0.014	0	0.005	0	0.926	0	0.436	0.051	0
0	0	0.032	0.05	0.012	0.016	0.005	0	0.006	0	0.041	0	0.33	0.033	0.06
0.031	0.101	0.048	0.044	0.019	0.016	0.005	0	0.007	0	0.249	0	0.422	0.033	0.06
0.031	0	0.044	0	0.008	0.016	0.005	0	0.009	0	0.032	0	0.304	0.033	0.06
0.036	0.046	0.041	0	0.023	0.014	0.005	0	0.006	0	0.069	0	0.378	0.033	0.06
0.034	0	0.033	0.044	0.012	0.024	0.005	0	0.003	0	0.129	0	0.288	0.033	0.06
0.05	0.046	0.058	0.051	0.02	0.016	0.045	0.105	0.014	0.087	0.074	0	0.396	0.044	0
0.031	0	0.039	0.044	0.051	0.018	0.005	0.104	0.007	0	0.027	0	0.308	0.033	0.06
0.046	0.046	0.032	0	0.027	0.02	0.005	0	0.006	0	0.019	0	0.326	0.054	0.06
0.031	0.046	0.038	0	0.023	0.016	0.005	0	0.007	0	0.233	0	0.39	0.033	0.06
0.031	0.046	0.046	0.044	0.008	0.016	0.005	0	0.005	0	0.403	0	0.364	0.033	0
0.031	0.046	0.037	0	0.012	0.022	0.005	0	0.007	0	0.036	0	0.332	0.038	0.06
0.044	0.046	0.052	0	0.007	0.014	0.005	0	0.006	0	0.118	0	0.344	0	0.06
0.038	0.046	0.036	0	0.007	0.014	0.005	0.016	0.003	0	0.282	0	0.324	0.033	0.06
0.031	0.046	0.032	0	0.014	0.017	0.005	0.176	0.007	0	0.07	0	0.364	0.044	0.06
0	0.052	0.036	0	0.007	0.016	0.019	0.116	0.008	0	0.083	0	0.494	0.039	0
0.031	0.046	0.042	0	0.015	0.029	0.01	0	0.007	0	0.038	0	0.336	0.04	0
0.031	0.046	0.046	0	0.007	0.016	0.005	0	0.006	0	0.045	0	0.354	0.033	0.06
0.031	0.046	0.039	0.044	0.023	0.019	0.005	0	0.006	0	0.094	0	0.36	0.038	0.06
0.033	0.046	0.035	0	0.015	0.018	0.014	0	0.006	0.084	0.217	0	0.432	0	0.073
0.052	0	0.033	0	0.007	0.016	0.014	0	0.007	0	0.109	0	0.402	0.033	0
0.031	0	0.032	0	0.007	0.014	0.005	0	0.003	0	0.285	0	0.42	0.033	0
0.048	0.046	0.032	0.044	0.028	0.024	0.014	0	0.006	0	0.081	0	0.356	0.039	0.06
0.034	0	0.032	0	0.007	0.018	0.005	0.034	0.004	0	0.039	0	0.294	0.041	0.06
0.034	0.046	0.036	0	0.019	0.017	0.005	0	0.008	0	0.137	0	0.306	0.033	0
0.031	0	0.033	0	0.015	0.014	0.014	0	0.005	0	0.026	0	0.29	0.033	0.06
0.036	0	0.034	0	0.018	0.031	0.005	0.016	0.008	0	0.11	0	0.316	0.033	0.06
0.031	0.046	0.038	0.044	0.014	0.014	0.005	0	0.004	0	0.074	0	0.348	0.033	0.06
0.033	0.046	0.032	0.044	0.007	0.021	0.005	0	0.005	0	0.04	0	0.362	0.033	0.06
0.038	0.046	0	0	0.019	0.026	0.005	0	0.008	0	0.056	0	0.358	0.033	0.06
0.031	0	0.032	0	0.02	0.014	0.005	0.016	0.006	0	1.7	0	0.348	0.033	0
0.031	0.046	0.034	0.044	0.027	0.014	0.005	0	0.007	0	0.087	0	0.302	0.033	0.06
0.031	0.046	0.041	0	0.02	0.025	0.01	0	0.008	0	0.816	0	0.308	0.054	0
0.04	0	0.032	0.056	0.181	0.018	0.01	0.216	0.01	0.05	0.139	0	0.306	0.037	0.06
0.031	0	0.038	0	0.023	0.021	0.005	0	0.005	0	2.75	0	0.28	0.033	0.06
0.031	0	0.037	0	0.007	0.014	0.005	0	0.006	0	1.43	0	0.488	0.033	0
0.031	0	0.033	0.044	0.032	0.02	0.005	0	0.005	0	0.477	0	0.368	0.033	0.06
0.031	0.046	0.032	0	0.007	0.016	0.005	0	0.005	0	0.033	0	0.326	0	0
0.031	0	0.037	0	0.019	0.024	0.005	0	0.006	0	0.114	0	0.342	0.04	0.06
0.042	0	0.032	0	0.023	0.016	0.005	0	0.006	0	1.55	0	0.282	0.046	0
0.031	0.046	0.036	0.044	0.008	0.021	0.023	0	0.004	0	0.03	0	0.384	0.033	0
0.044	0	0.034	0.044	0.007	0.017	0.005	0	0.005	0	0.047	0	0.368	0.043	0.06
0.031	0	0.043	0.044	0.02	0.019	0.005	0	0.006	0	0.041	0	0.388	0.033	0.06
0.031	0.046	0.032	0	0.007	0	0.014	0	0.003	0	0.366	0	0.39	0.033	0.06
0.04	0.046	0.032	0	0.012	0.018	0.014	0	0.005	0	0.046	0	0.342	0.033	0
0.031	0	0.032	0	0.018	0	0.005	0	0.004	0	0.066	0	0.25	0.033	0.06
0.031	0.046	0.045	0.044	0.007	0.014	0.014	0	0.004	0	0.138	0	0.42	0.033	0.06
0.031	0.046	0.033	0	0.025	0.029	0.005	0	0.005	0	0.182	0	0.298	0.033	0.06
0.031	0	0.067	0	0.028	0.014	0.005	0.109	0.005	0.05	0.023	0	0.268	0.033	0
0.035	0	0.036	0	0.012	0.019	0.005	0	0.005	0	0.029	0	0.268	0.038	0.06
0.031	0.046	0.036	0.044	0.015	0.014	0.005	0	0.01	0	0.187	0	0.334	0.033	0.06
0.031	0.046	0.034	0.044	0.007	0.014	0.014	0	0.007	0	0.311	0	0.432	0	0.06
0.031	0	0.033	0	0.019	0.014	0.005	0	0.004	0	0.032	0	0.292	0.039	0.06
0.031	0.046	0.033	0	0.027	0.014	0.005	0	0.005	0	0.066	0	0.3	0.033	0.06
0	0.114	0.047	0	0.022	0.014	0.01	0	0.006	0	0.151	0	0.566	0.033	0.06
0.031	0.046	0.036	0	0.007	0.014	0.005	0	0.008	0	0.229	0	0.372	0.033	0.06
0	0.046	0.042	0	0.008	0.014	0.005	0	0.003	0	0.677	0	0.35	0.033	0
0.048	0	0.032	0.044	0.018	0.022	0.005	0	0.004	0	0.181	0	0.316	0.033	0.06
0.031	0	0.038	0	0.028	0.021	0.005	0	0.009	0	0.219	0	0.35	0.033	0.06
0.031	0.046	0.047	0.044	0.007	0.014	0.005	0	0.005	0	0.546	0	0.406	0.033	0
0.038	0.046	0.033	0	0.016	0.025	0.005	0	0.006	0	0.061	0	0.394	0.033	0.06
0.031	0.046	0.033	0	0.018	0.02	0.005	0	0.006	0	0.419	0	0.298	0.033	0.111
0.047	0.046	0.032	0	0.022	0.023	0.02	0	0.008	0	0.062	0	0.344	0.042	0.06
0.031	0.046	0.038	0.044	0.016	0.032	0.005	0	0.005	0	0.128	0	0.346	0.039	0.06
0.033	0.046	0.032	0	0.02	0.024	0.023	0	0.005	0	0.199	0	0.406	0.033	0.06
0.04	0	0.032	0.054	0.007	0.02	0.023	0	0.004	0	0.068	0	0.344	0.033	0.06
0.031	0	0.036	0	0.02	0.014	0.005	0	0.005	0	0.049	0	0.32	0.033	0
0.031	0	0.037	0	0.023	0.019	0.005	0	0.007	0	0.106	0	0.284	0.033	0.06
0.038	0	0.033	0	0.018	0.019	0.005	0	0.005	0	0.072	0	0.306	0.033	0.06
0.031	0.091	0.036	0.044	0.018	0.02	0.005	0	0.006	0	0.137	0	0.402	0.033	0.06
0.038	0	0.032	0	0.017	0.018	0.005	0	0.007	0	0.13	0	0.272	0.033	0.06
0.031	0	0.033	0	0.007	0.014	0.005	0	0.003	0	0.269	0	0.294	0.033	0
0	0	0.032	0.044	0.023	0.023	0.005	0	0.005	0	0.051	0	0.296	0	0.06
0.031	0	0.037	0	0.018	0.017	0.005	0	0.004	0	0.03	0	0.292	0.033	0.06
0.031	0.046	0.037	0	0.007	0.024	0.005	0	0.006	0	0.038	0	0.32	0.033	0.06
0.031	0	0.032	0	0.013	0.014	0.005	0	0.007	0	0.077	0	0.34	0.033	0
0.031	0.046	0.034	0.073	0.011	0.03	0.005	0	0.006	0	0.585	0	0.334	0.033	0.06
0	0.046	0.039	0	0.024	0.036	0.033	0	0.005	0	0.126	0	0.436	0.033	0.067
0.031	0.052	0.032	0	0.007	0.029	0.014	0	0.005	0.05	0.335	1	0.424	0.033	0.06
0	0	0.032	0.044	0.017	0.017	0.014	0.12	0.004	0.05	0.125	0	0.246	0	0.06
0.045	0	0.032	0	0.015	0.021	0.005	0	0.005	0	0.375	0	0.32	0.033	0.06
0.031	0.046	0.032	0.044	0.007	0.014	0.005	0	0.008	0.05	0.098	0	0.336	0.033	0.06
0.031	0	0.034	0.044	0.007	0.021	0.005	0	0.004	0	0.025	0	0.27	0.033	0
0.034	0	0.036	0.044	0.011	0.02	0.005	0	0.005	0	0.149	0	0.332	0.033	0.06
0.057	0.046	0.036	0	0.027	0.019	0.01	0	0.005	0	0.215	0	0.298	0.033	0.06
0.031	0.046	0.032	0	0.011	0.025	0.005	0.016	0.005	0.05	0.075	0	0.402	0	0
0.048	0	0.04	0	0.02	0.014	0.014	0	0.006	0	0.412	0	0.294	0.036	0.06
0.031	0.046	0.032	0	0.007	0.016	0.014	0	0.003	0.05	0.15	0	0.344	0.044	0.06
0.051	0.046	0.032	0.07	0.011	0.02	0.035	0.136	0.007	0.05	0.123	0	0.436	0.04	0.06
0.039	0	0.032	0.044	0.013	0.015	0.005	0.039	0.007	0	0.967	0	0.284	0.048	0.06
0.043	0.046	0.032	0.044	0.02	0.029	0.019	0.022	0.01	0.05	0.117	0	0.43	0.033	0.06
0.031	0	0.033	0	0.007	0.021	0.005	0.027	0.006	0	0.101	0	0.378	0.033	0.06
0.031	0	0.033	0	0.007	0.014	0.005	0	0.007	0	0.112	0	0.272	0	0.06
0.038	0	0.033	0.044	0.007	0.014	0.01	0.016	0.004	0	0.197	0	0.37	0	0.06
0.048	0	0.042	0	0.007	0.014	0.005	0	0.005	0	0.037	0	0.296	0.033	0
0.034	0.046	0.037	0.044	0.012	0.017	0.01	0	0.005	0	0.569	0	0.444	0.033	0.06
0.031	0	0	0.044	0.007	0.021	0.005	0	0.005	0	1.02	0	0.438	0.033	0
0.031	0	0.034	0	0.011	0.018	0.005	0	0.006	0	0.06	0	0.368	0.033	0.089
0.031	0.046	0.034	0.044	0.007	0.018	0.005	0.016	0.009	0	0.508	0	0.3	0.056	0.06
0.031	0	0.043	0	0.016	0.027	0.005	0	0.003	0	0.438	0	0.302	0.033	0.06
0.031	0.046	0.044	0.044	0.022	0.021	0.023	0.016	0.011	0	0.096	0	0.372	0.033	0.06
0.031	0.046	0.032	0.044	0.014	0.033	0.005	0	0.009	0	0.127	0	0.376	0.033	0.085
0.031	0.046	0.032	0	0.007	0.015	0.01	0	0.006	0	0.438	0	0.336	0.033	0.06
0.031	0.046	0	0.044	0.007	0.04	0.023	0	0.01	0	0.088	0	0.502	0.033	0.06
0.035	0.046	0.032	0	0.008	0.038	0.037	0	0.008	0	0.1	0	0.498	0	0.145
0.031	0.046	0.037	0.095	0.013	0.035	0.014	0	0.008	0	0.2	0	0.426	0.033	0.077
0.05	0.046	0.032	0.044	0.014	0.023	0.01	0.016	0.005	0	0.272	0	0.416	0.033	0.089
0.033	0.046	0.032	0.044	0.018	0.029	0.014	0	0.007	0	0.12	0	0.388	0.033	0
0.031	0.046	0.033	0.044	0.008	0.018	0.051	0	0.012	0	0.173	0	0.478	0.033	0.06
0.038	0.062	0.036	0	0.018	0.049	0.015	0	0.009	0	0.219	0	0.454	0.033	0.06
0.033	0.046	0.032	0.044	0.019	0.019	0.05	0	0.012	0	0.093	0	0.472	0.044	0.06
0.031	0.046	0.054	0.044	0.019	0.026	0.028	0.328	0.01	0.052	0.337	0	0.372	0.044	0
0.031	0.046	0.032	0	0.007	0.023	0.028	0	0.006	0	0.293	0	0.434	0.046	0.06
0.057	0.046	0.036	0.044	0.007	0.018	0.023	0.016	0.007	0	0.074	0	0.44	0.033	0.111
0.031	0	0.041	0	0.007	0.022	0.005	0	0.006	0	0.146	0	0.366	0.033	0.06
0.031	0.046	0.032	0	0.007	0.051	0.033	0	0.013	0	0.173	0	0.524	0.044	0.073
0.038	0.046	0.039	0.056	0.007	0.014	0.028	0	0.009	0.05	0.353	1	0.642	0.033	0
0.044	0.051	0.032	0.044	0.022	0.027	0.054	0	0.01	0	0.094	1	0.59	0.042	0.06
0.031	0.046	0.032	0.044	0.007	0.041	0.027	0	0.012	0	0.286	0	0.526	0.033	0.06
0.04	0	0.032	0	0.018	0.03	0.019	0	0.008	0	0.32	0	0.368	0.033	0.065
0	0.082	0.032	0.044	0.008	0.027	0.005	0	0.01	0	0.965	0	0.388	0.033	0.103
0.04	0	0.032	0.044	0.007	0.05	0.023	0	0.007	0	0.242	0	0.404	0.033	0.06
0.054	0.046	0.032	0.044	0.026	0.02	0.038	0.035	0.051	0.05	0.356	0	0.5	0.056	0.083
0.031	0.046	0.032	0.049	0.018	0.054	0.044	0	0.015	0	0.218	0	0.584	0.033	0.06
0.031	0	0.032	0.044	0.026	0.024	0.028	0.07	0.008	0.064	1.18	0	0.402	0.033	0.06
